Customer_Id,Invoice_ID,Customer_type,Branch,Product_ID,Payment,Purchase_Date,Rating
342,662-72-2873,Normal,A,p_05,Ewallet,4-Jun-2019,9.9
230,525-88-7307,Member,B,p_04,Cash,10-Apr-2020,5.8
731,689-16-9784,Normal,C,p_05,Cash,21-Sep-2021,6
648,725-56-0833,Normal,A,p_01,Credit card,1-Jul-2020,10
212,394-41-0748,Member,C,p_06,Ewallet,21-Mar-2021,9.5
544,596-42-3999,Normal,B,p_05,Credit card,11-May-2021,6.6
552,541-89-9860,Member,C,p_06,Cash,26-Nov-2020,8.1
708,173-82-9529,Normal,B,p_06,Cash,15-Feb-2019,9.7
671,563-36-9814,Member,A,p_02,Ewallet,12-Dec-2019,7.2
732,308-47-4913,Member,A,p_04,Credit card,24-Jun-2021,6.2
37,885-17-6250,Normal,A,p_01,Ewallet,5-Dec-2020,7.3
692,726-27-2396,Normal,A,p_01,Ewallet,13-Aug-2020,4.3
576,316-01-3952,Normal,A,p_05,Ewallet,10-Oct-2020,4.6
214,760-54-1821,Normal,B,p_03,Cash,10-Oct-2021,5.8
332,793-10-3222,Member,B,p_01,Credit card,24-Sep-2020,8.3
267,346-12-3257,Member,B,p_02,Cash,17-Mar-2022,8
826,110-05-6330,Normal,C,p_05,Credit card,11-Apr-2019,9.4
286,651-61-0874,Normal,C,p_03,Credit card,18-Nov-2020,6.2
160,236-86-3015,Member,C,p_03,Ewallet,16-Mar-2020,9.8
817,831-64-0259,Normal,B,p_06,Ewallet,22-Dec-2020,9.6
312,587-03-7455,Member,C,p_06,Ewallet,3-Mar-2020,4.9
726,882-40-4577,Member,A,p_04,Credit card,16-Sep-2021,8
740,732-67-5346,Normal,A,p_05,Credit card,21-Feb-2022,7.8
638,725-32-9708,Member,B,p_06,Cash,20-Mar-2021,4.1
656,256-08-8343,Normal,A,p_03,Ewallet,23-Mar-2020,5.5
141,372-26-1506,Normal,C,p_06,Ewallet,28-Sep-2021,5.4
371,244-08-0162,Normal,B,p_01,Cash,7-May-2021,5.1
798,569-71-4390,Normal,B,p_04,Ewallet,11-Jan-2020,6.9
87,132-23-6451,Member,A,p_01,Cash,12-May-2020,7.8
797,696-90-2548,Normal,A,p_04,Ewallet,22-Feb-2021,6.6
851,472-15-9636,Normal,A,p_03,Ewallet,10-May-2021,9.2
364,268-03-6164,Normal,B,p_01,Ewallet,9-Jul-2021,7.8
584,750-57-9686,Normal,C,p_03,Credit card,22-Apr-2021,8.7
713,186-09-3669,Member,C,p_01,Ewallet,20-Jul-2021,9.2
824,848-07-1692,Normal,B,p_01,Ewallet,21-Sep-2019,8.3
872,745-71-3520,Member,A,p_02,Cash,16-Jun-2019,8.2
478,266-76-6436,Member,C,p_05,Ewallet,2-Oct-2019,7.5
251,740-22-2500,Normal,C,p_02,Cash,25-May-2021,9.8
654,271-88-8734,Member,C,p_06,Credit card,26-Apr-2021,8.7
871,301-81-8610,Member,B,p_06,Credit card,2-Oct-2021,6.7
280,489-64-4354,Normal,C,p_06,Cash,27-Aug-2019,5
493,198-84-7132,Member,B,p_06,Cash,13-Jul-2020,7
281,269-10-8440,Member,A,p_01,Cash,6-May-2019,8.9
299,650-98-6268,Member,B,p_05,Credit card,12-Feb-2022,8
276,741-73-3559,Normal,B,p_04,Cash,21-Jun-2020,6.9
684,325-77-6186,Member,A,p_03,Ewallet,14-Apr-2020,7.3
421,286-75-7818,Normal,B,p_06,Credit card,24-Apr-2020,6.9
541,574-57-9721,Normal,C,p_05,Ewallet,14-Jun-2021,5.7
8,459-50-7686,Normal,A,p_02,Ewallet,3-Dec-2019,6.4
451,616-87-0016,Normal,B,p_06,Credit card,20-Dec-2019,9.6
700,837-55-7229,Normal,B,p_06,Credit card,3-Dec-2020,6.8
670,751-69-0068,Normal,C,p_04,Ewallet,16-Mar-2022,9
317,257-73-1380,Member,C,p_04,Ewallet,14-Oct-2020,9.6
224,345-08-4992,Normal,A,p_03,Credit card,3-Oct-2020,7.7
655,549-96-4200,Member,C,p_05,Ewallet,6-Apr-2020,7
482,810-60-6344,Normal,C,p_02,Credit card,1-Jan-2021,6.5
411,450-28-2866,Member,C,p_05,Cash,25-Jan-2022,8.1
257,394-30-3170,Member,B,p_04,Credit card,21-Mar-2020,4.3
86,138-17-5109,Member,A,p_03,Credit card,11-Jun-2021,6.5
758,192-98-7397,Normal,C,p_06,Ewallet,17-Feb-2020,9.5
36,301-11-9629,Normal,A,p_04,Cash,2-Feb-2022,9.7
295,390-80-5128,Member,B,p_01,Credit card,24-May-2021,9.5
661,235-46-8343,Member,C,p_05,Credit card,9-May-2020,8.9
310,453-12-7053,Normal,C,p_06,Credit card,11-Mar-2021,6.5
876,296-11-7041,Member,B,p_01,Credit card,21-Apr-2019,5.3
630,449-27-2918,Member,B,p_04,Credit card,31-Aug-2021,9.6
686,891-01-7034,Normal,B,p_02,Cash,31-May-2020,6.7
290,744-09-5786,Normal,B,p_02,Cash,10-Feb-2019,7.6
81,727-17-0390,Normal,A,p_05,Ewallet,30-Nov-2021,4.8
216,568-88-3448,Normal,A,p_01,Ewallet,24-Feb-2020,5.5
381,187-83-5490,Member,A,p_02,Cash,12-May-2019,4.7
407,767-54-1907,Member,B,p_06,Cash,26-Nov-2021,6.9
177,710-46-4433,Member,B,p_05,Credit card,30-Jun-2021,4.5
219,533-33-5337,Normal,B,p_02,Cash,26-Feb-2020,6.2
553,325-90-8763,Member,C,p_02,Cash,7-Jun-2019,7.6
516,729-46-7422,Normal,C,p_05,Credit card,8-Apr-2021,7.9
780,639-76-1242,Normal,C,p_05,Cash,5-Dec-2019,4.5
480,234-03-4040,Member,B,p_05,Credit card,24-May-2020,8.7
464,326-71-2155,Normal,C,p_04,Cash,9-Dec-2019,6.1
815,320-32-8842,Member,C,p_05,Cash,17-Oct-2020,6.4
132,470-32-9057,Member,A,p_05,Credit card,3-Nov-2021,9.1
770,878-30-2331,Member,C,p_04,Credit card,2-Nov-2019,7.1
649,440-59-5691,Member,C,p_01,Credit card,11-Dec-2020,7.7
60,554-53-3790,Normal,B,p_04,Cash,22-Jan-2022,4.5
328,746-19-0921,Normal,C,p_05,Ewallet,28-Aug-2019,7.2
384,233-34-0817,Member,C,p_02,Cash,13-Sep-2021,8.4
466,767-05-1286,Member,C,p_03,Ewallet,8-Mar-2021,5.4
142,340-21-9136,Member,A,p_04,Cash,10-Jul-2019,9.7
568,405-31-3305,Member,A,p_06,Credit card,9-May-2019,5.5
883,731-59-7531,Member,B,p_01,Cash,10-Dec-2020,4.6
980,676-39-6028,Member,A,p_02,Cash,29-Mar-2021,6.6
29,502-05-1910,Normal,A,p_01,Credit card,11-Jul-2021,6.3
863,485-30-8700,Normal,A,p_04,Credit card,24-Jul-2019,4.2
523,598-47-9715,Normal,C,p_02,Ewallet,10-Oct-2019,4.4
193,701-69-8742,Normal,B,p_04,Ewallet,15-Sep-2020,6.7
769,575-67-1508,Normal,A,p_02,Ewallet,5-Jan-2020,6.7
21,541-08-3113,Normal,C,p_05,Cash,4-Nov-2019,8.4
430,246-11-3901,Normal,C,p_02,Cash,22-May-2021,6.2
450,674-15-9296,Normal,A,p_04,Ewallet,14-Aug-2020,5
88,305-18-3552,Member,B,p_03,Cash,15-Sep-2021,6
503,493-65-6248,Member,C,p_04,Credit card,19-Mar-2020,7
467,438-01-4015,Member,B,p_04,Ewallet,3-Jan-2021,6.6
877,709-58-4068,Normal,B,p_06,Cash,5-Mar-2020,7.3
789,795-49-7276,Normal,A,p_06,Ewallet,2-Aug-2019,8.3
361,556-72-8512,Normal,C,p_03,Cash,16-Jan-2021,4.3
95,627-95-3243,Member,B,p_03,Ewallet,22-Jul-2021,9.8
528,686-41-0932,Normal,B,p_06,Ewallet,23-Feb-2020,8.2
773,510-09-5628,Member,A,p_06,Credit card,4-Sep-2019,7.2
760,608-04-3797,Member,B,p_01,Ewallet,6-Jun-2019,8.7
825,148-82-2527,Member,C,p_03,Credit card,27-May-2021,8.4
348,437-53-3084,Normal,B,p_06,Ewallet,31-Dec-2020,7.1
835,632-32-4574,Normal,B,p_04,Cash,20-Jun-2020,5.5
465,556-97-7101,Normal,C,p_02,Cash,14-Jan-2019,8.5
444,862-59-8517,Normal,C,p_05,Cash,10-Jun-2020,6.2
143,401-18-8016,Member,B,p_04,Cash,24-Mar-2019,8.9
842,420-18-8989,Member,A,p_04,Cash,26-May-2020,9.6
733,277-63-2961,Member,B,p_04,Credit card,31-Jul-2021,5.4
984,573-98-8548,Member,C,p_06,Ewallet,30-Jul-2020,9.1
320,620-02-2046,Normal,C,p_03,Ewallet,6-Oct-2021,9
595,282-35-2475,Normal,B,p_04,Cash,14-Oct-2019,6.3
98,511-54-3087,Normal,B,p_04,Credit card,1-Apr-2021,9.5
771,726-29-6793,Member,A,p_02,Ewallet,15-Nov-2019,9.8
491,387-49-4215,Member,B,p_04,Cash,8-Sep-2021,6.7
522,862-17-9201,Normal,B,p_05,Credit card,4-Feb-2020,7.7
697,291-21-5991,Member,B,p_01,Cash,14-Aug-2021,7
614,602-80-9671,Member,C,p_03,Credit card,8-Apr-2019,5.1
107,347-72-6115,Member,B,p_04,Credit card,28-Dec-2020,6.2
62,209-61-0206,Normal,A,p_03,Ewallet,19-May-2020,6.1
390,595-27-4851,Normal,A,p_06,Ewallet,29-Oct-2019,9.3
702,189-52-0236,Normal,A,p_02,Cash,12-Jan-2021,7.6
173,503-07-0930,Member,C,p_04,Credit card,9-Mar-2020,8.2
498,413-20-6708,Member,C,p_06,Ewallet,21-Nov-2019,8.5
607,425-85-2085,Member,B,p_01,Ewallet,13-Sep-2019,9.8
65,521-18-7827,Member,C,p_03,Credit card,23-Apr-2019,8.7
179,220-28-1851,Normal,A,p_03,Ewallet,21-Nov-2021,9.7
406,600-38-9738,Member,C,p_04,Credit card,15-Jul-2020,4.3
562,734-91-1155,Normal,B,p_02,Credit card,31-Aug-2019,7.7
382,451-28-5717,Member,C,p_03,Cash,26-Jan-2019,7.3
885,609-81-8548,Member,A,p_03,Credit card,29-Jul-2019,5.9
857,133-14-7229,Normal,C,p_01,Cash,6-Jul-2020,5
923,534-01-4457,Normal,A,p_05,Credit card,20-Dec-2020,8
487,719-89-8991,Member,A,p_04,Ewallet,31-Dec-2021,7.1
259,286-62-6248,Normal,B,p_06,Credit card,6-May-2020,9
242,339-38-9982,Member,B,p_06,Ewallet,31-Mar-2021,6.7
953,827-44-5872,Member,B,p_05,Credit card,30-May-2021,6.1
532,827-77-7633,Normal,A,p_04,Cash,13-Jan-2019,9.3
472,287-83-1405,Normal,A,p_01,Ewallet,27-Dec-2019,7
394,435-13-4908,Member,A,p_06,Credit card,6-Sep-2019,7.2
955,857-67-9057,Normal,B,p_02,Ewallet,27-Oct-2020,8.2
473,236-27-1144,Normal,C,p_05,Ewallet,28-Aug-2021,8.4
749,892-05-6689,Normal,A,p_03,Ewallet,13-Jul-2019,6.2
136,583-41-4548,Normal,C,p_03,Ewallet,26-Mar-2019,7.4
714,339-12-4827,Member,B,p_06,Credit card,28-May-2020,5
784,643-38-7867,Normal,A,p_03,Ewallet,23-Jul-2021,6.9
479,308-81-0538,Normal,A,p_06,Credit card,1-Feb-2021,4.9
47,358-88-9262,Member,C,p_05,Ewallet,17-Nov-2021,5.1
178,460-35-4390,Normal,A,p_03,Ewallet,18-Feb-2019,9.1
240,343-87-0864,Member,C,p_01,Credit card,27-Sep-2021,7.1
990,173-50-1108,Member,B,p_04,Credit card,14-Jun-2020,5
356,243-47-2663,Member,C,p_02,Credit card,9-Dec-2021,5.5
488,841-18-8232,Normal,B,p_05,Credit card,30-Oct-2021,9.2
864,701-23-5550,Member,B,p_03,Ewallet,23-Jan-2021,4.9
80,647-50-1224,Normal,A,p_06,Ewallet,27-May-2019,8.9
712,541-48-8554,Normal,A,p_04,Credit card,30-Apr-2019,6
170,539-21-7227,Normal,B,p_04,Cash,7-Jan-2019,4.2
23,213-32-1216,Normal,A,p_02,Cash,20-Mar-2020,7.3
704,747-58-7183,Normal,B,p_06,Ewallet,19-Aug-2019,6.5
625,582-52-8065,Normal,B,p_06,Cash,28-Jun-2020,8.9
922,210-57-1719,Normal,B,p_01,Cash,5-Nov-2019,9.7
695,399-69-4630,Normal,C,p_02,Credit card,1-Jun-2020,8.6
928,134-75-2619,Member,A,p_02,Cash,13-Apr-2021,6.9
246,356-44-8813,Normal,B,p_03,Credit card,14-Jul-2020,7.7
340,198-66-9832,Member,B,p_06,Cash,28-Jun-2019,9.5
209,283-26-5248,Member,C,p_05,Ewallet,19-Aug-2021,4.5
845,712-39-0363,Member,A,p_05,Ewallet,4-Jan-2022,5.6
663,218-59-9410,Member,A,p_03,Ewallet,26-Feb-2022,8.2
244,174-75-0888,Normal,B,p_02,Cash,2-Jun-2020,7.3
828,866-99-7614,Normal,C,p_05,Credit card,12-Jun-2020,4.4
518,134-54-4720,Normal,B,p_02,Ewallet,16-Feb-2019,5.7
677,760-90-2357,Member,A,p_02,Ewallet,18-Dec-2019,5
453,514-37-2845,Normal,B,p_06,Cash,5-Apr-2020,9
894,698-98-5964,Normal,A,p_05,Credit card,15-Apr-2019,6.3
701,718-57-9773,Normal,C,p_04,Credit card,25-Nov-2020,9.4
855,651-88-7328,Normal,A,p_06,Cash,11-Oct-2019,7.7
456,241-11-2261,Normal,B,p_06,Credit card,23-Nov-2021,5.5
949,408-26-9866,Normal,C,p_04,Ewallet,23-Jan-2020,4.1
457,834-83-1826,Member,B,p_03,Credit card,2-Feb-2020,7.6
862,343-61-3544,Member,B,p_04,Cash,16-Dec-2021,8.6
846,239-48-4278,Member,A,p_05,Ewallet,23-Mar-2021,8.3
446,355-34-6244,Normal,B,p_05,Credit card,7-Dec-2019,8.1
225,550-84-8664,Normal,A,p_04,Credit card,24-Oct-2020,8.6
626,339-96-8318,Member,B,p_06,Ewallet,3-Oct-2021,6.3
983,458-61-0011,Normal,B,p_05,Cash,28-Apr-2019,5.8
743,592-34-6155,Normal,C,p_05,Ewallet,3-Jul-2021,6.2
30,797-88-0493,Normal,A,p_01,Cash,21-Jun-2021,7.7
774,207-73-1363,Normal,B,p_01,Ewallet,11-Mar-2019,8.1
439,390-31-6381,Normal,C,p_05,Cash,23-Aug-2021,7.3
810,443-82-0585,Member,A,p_01,Cash,21-Jun-2019,8.4
409,339-18-7061,Member,C,p_06,Credit card,26-Apr-2019,8
486,359-90-3665,Member,B,p_06,Credit card,18-Aug-2021,9.5
623,375-72-3056,Normal,B,p_04,Ewallet,16-May-2020,7
417,127-47-6963,Normal,A,p_01,Credit card,19-Jan-2020,9.8
577,278-86-2735,Normal,A,p_05,Cash,30-Aug-2019,9.2
84,695-28-6250,Normal,A,p_04,Ewallet,6-Sep-2020,7.7
51,379-17-6588,Normal,C,p_06,Cash,14-Feb-2020,5.3
637,227-50-3718,Normal,A,p_01,Cash,24-Oct-2021,4.4
639,302-15-2162,Member,C,p_01,Credit card,29-Oct-2020,4.3
402,788-07-8452,Member,C,p_03,Ewallet,25-Jul-2021,9.4
412,560-49-6611,Member,A,p_04,Cash,11-Sep-2019,9.8
38,880-35-0356,Member,A,p_04,Ewallet,4-Jun-2020,4.8
996,585-11-6748,Member,B,p_04,Cash,14-Aug-2019,5.3
710,470-31-3286,Normal,B,p_01,Credit card,17-Feb-2022,8.7
547,152-68-2907,Normal,A,p_05,Credit card,23-Apr-2021,9.5
668,123-35-4896,Normal,C,p_04,Ewallet,22-Oct-2020,5.3
405,258-69-7810,Normal,C,p_06,Cash,15-Jan-2021,9.2
300,334-64-2006,Member,A,p_03,Ewallet,5-Oct-2021,9.6
331,219-61-4139,Normal,C,p_02,Ewallet,24-Sep-2021,6.4
460,881-41-7302,Normal,C,p_06,Credit card,7-Sep-2021,4.5
393,373-09-4567,Normal,C,p_05,Ewallet,23-Feb-2022,6.9
122,642-30-6693,Normal,B,p_04,Ewallet,15-Apr-2021,7.8
594,484-22-8230,Member,C,p_06,Cash,18-Feb-2021,4.5
117,830-58-2383,Normal,B,p_03,Cash,13-Oct-2019,8.6
997,559-98-9873,Member,A,p_06,Ewallet,13-Nov-2021,5.2
716,544-32-5024,Member,C,p_05,Credit card,12-Aug-2021,6.4
929,318-12-0304,Normal,A,p_06,Ewallet,2-Apr-2021,5.2
253,349-97-8902,Member,B,p_05,Ewallet,7-May-2020,8.9
161,421-95-9805,Normal,A,p_02,Credit card,26-Apr-2020,6.2
653,277-35-5865,Member,C,p_05,Cash,23-Sep-2020,6.7
291,789-23-8625,Member,B,p_06,Cash,27-Nov-2020,7.2
303,284-54-4231,Member,C,p_04,Credit card,31-May-2021,9
535,443-59-0061,Member,A,p_05,Ewallet,3-Jun-2019,4.2
882,509-29-3912,Member,A,p_04,Ewallet,13-Feb-2021,4.2
709,327-40-9673,Member,B,p_04,Cash,4-Nov-2021,6.9
326,840-19-2096,Member,C,p_02,Ewallet,24-Nov-2021,4.4
893,828-46-6863,Member,A,p_05,Credit card,10-Jul-2020,4
474,641-96-3695,Member,C,p_06,Ewallet,5-Dec-2021,8.5
530,420-97-3340,Normal,A,p_05,Credit card,21-May-2020,9.2
357,436-54-4512,Member,A,p_05,Cash,28-Oct-2020,9.8
238,670-79-6321,Member,B,p_03,Credit card,6-Sep-2021,4.9
410,852-62-7105,Normal,B,p_06,Credit card,11-Nov-2019,4.4
76,598-06-7312,Member,B,p_06,Cash,19-Oct-2019,6.8
64,135-13-8269,Member,B,p_05,Cash,11-Feb-2021,9.1
878,816-57-2053,Normal,A,p_04,Ewallet,25-Apr-2020,8.7
57,628-90-8624,Member,B,p_01,Cash,23-Mar-2019,5
856,856-66-2701,Member,A,p_03,Ewallet,2-Sep-2021,7.5
72,308-39-1707,Normal,A,p_06,Credit card,4-Sep-2020,8.2
165,149-61-1929,Normal,A,p_04,Credit card,27-Jun-2021,6.7
636,655-07-2265,Normal,A,p_02,Ewallet,15-Jan-2020,5.4
643,589-02-8023,Member,A,p_05,Credit card,12-Apr-2019,7
631,420-04-7590,Normal,B,p_03,Ewallet,27-Apr-2019,4.7
190,182-88-2763,Member,B,p_05,Credit card,6-Mar-2019,5
860,188-55-0967,Member,B,p_01,Credit card,8-Apr-2020,5
573,610-46-4100,Normal,A,p_01,Credit card,10-Sep-2021,6
455,318-81-2368,Normal,C,p_02,Cash,23-Jun-2021,6.3
583,364-33-8584,Member,B,p_05,Cash,22-Mar-2021,8.5
908,665-63-9737,Normal,B,p_06,Ewallet,31-Jul-2020,7.5
527,695-09-5146,Member,B,p_05,Ewallet,21-Aug-2019,6.4
376,155-45-3814,Member,C,p_02,Ewallet,3-Apr-2019,4.7
665,794-32-2436,Member,B,p_02,Ewallet,15-Jun-2020,6
982,131-15-8856,Member,C,p_05,Credit card,9-Jul-2019,4
818,273-84-2164,Member,C,p_02,Ewallet,27-Mar-2021,5.5
167,706-36-6154,Member,A,p_03,Ewallet,16-Sep-2020,8.7
204,778-89-7974,Normal,C,p_01,Cash,27-Aug-2021,7.4
513,574-31-8277,Member,B,p_06,Cash,6-Feb-2021,5.6
378,859-71-0933,Member,C,p_04,Cash,30-Sep-2019,6.3
302,740-11-5257,Normal,C,p_02,Cash,18-Mar-2020,7.1
689,369-82-2676,Normal,B,p_02,Ewallet,19-Apr-2020,7.8
836,563-47-4072,Normal,B,p_01,Cash,7-Apr-2020,9.9
31,742-04-5161,Member,A,p_03,Cash,29-Jan-2021,7.3
940,149-15-7606,Member,B,p_04,Ewallet,29-Aug-2020,5.1
481,133-77-3154,Member,B,p_06,Credit card,20-Nov-2021,9.4
58,169-52-4504,Normal,A,p_02,Credit card,30-May-2020,5.8
632,250-81-7186,Normal,C,p_02,Credit card,29-Dec-2021,8
890,562-12-5430,Member,A,p_06,Ewallet,15-May-2019,7.9
739,816-72-8853,Member,A,p_04,Cash,28-Feb-2022,5.9
617,491-38-3499,Member,A,p_06,Credit card,16-Dec-2019,4.9
261,322-02-2271,Normal,B,p_04,Cash,26-Jul-2019,9.3
868,842-29-4695,Member,C,p_04,Credit card,14-Dec-2021,7.9
89,725-67-2480,Member,B,p_06,Credit card,21-May-2019,5.9
832,641-51-2661,Member,C,p_05,Credit card,28-Dec-2021,9.9
968,714-02-3114,Normal,C,p_04,Cash,1-Mar-2021,7.7
622,518-17-2983,Normal,A,p_06,Ewallet,17-Dec-2019,7.6
422,779-42-2410,Member,B,p_05,Ewallet,5-Jan-2022,7.7
781,190-14-3147,Normal,B,p_01,Ewallet,9-Oct-2020,6.4
234,408-66-6712,Member,C,p_01,Ewallet,18-Feb-2020,4.4
795,679-22-6530,Normal,B,p_04,Credit card,4-Apr-2020,4.1
260,588-47-8641,Member,A,p_06,Ewallet,7-Apr-2019,4.4
484,642-61-4706,Member,B,p_05,Cash,21-Jul-2021,5.5
896,576-31-4774,Normal,B,p_01,Ewallet,16-Jul-2020,4
102,556-41-6224,Normal,C,p_01,Credit card,31-Aug-2020,9.3
344,811-03-8790,Normal,A,p_02,Credit card,1-May-2019,4.8
289,242-11-3142,Member,B,p_06,Cash,22-Jul-2019,4.6
111,752-23-3760,Member,B,p_04,Credit card,25-Mar-2021,7.3
711,274-05-5470,Member,A,p_05,Cash,6-Nov-2019,6
67,648-94-3045,Normal,C,p_01,Ewallet,6-Nov-2020,8.1
969,130-67-4723,Member,A,p_05,Ewallet,9-Apr-2021,9.4
104,528-87-5606,Member,B,p_02,Cash,8-Aug-2021,6.5
597,320-85-2052,Normal,B,p_04,Credit card,6-Jul-2019,7
628,370-96-0655,Normal,C,p_06,Ewallet,2-Apr-2020,7.1
15,105-10-6182,Member,A,p_06,Ewallet,2-Feb-2021,6.6
821,510-79-0415,Member,B,p_04,Ewallet,29-Apr-2020,4.9
293,241-96-5076,Member,B,p_03,Credit card,22-Apr-2020,6.4
820,767-97-4650,Member,B,p_04,Credit card,5-Sep-2021,8
435,648-83-1321,Member,A,p_03,Cash,16-May-2021,4.3
816,173-57-2300,Member,C,p_04,Cash,10-Mar-2022,6.1
185,305-03-2383,Normal,A,p_05,Cash,5-Jun-2021,7.5
975,394-55-6384,Member,C,p_04,Cash,3-Nov-2020,6.7
542,266-20-6657,Member,C,p_05,Ewallet,4-Nov-2020,5.2
11,689-05-1884,Member,A,p_01,Cash,10-Apr-2019,8.8
646,196-01-2849,Member,C,p_06,Cash,23-Jul-2019,9.5
729,372-62-5264,Normal,C,p_05,Cash,24-Jan-2021,7.6
859,800-09-8606,Member,A,p_03,Cash,28-Dec-2019,6.6
933,182-52-7000,Member,A,p_04,Ewallet,19-Oct-2020,6.9
305,826-58-8051,Normal,B,p_03,Ewallet,12-Feb-2019,4.3
705,868-06-0466,Member,A,p_02,Credit card,3-Mar-2019,7.8
436,751-41-9720,Normal,C,p_03,Ewallet,18-Jun-2019,8
722,626-43-7888,Normal,C,p_06,Ewallet,31-Jan-2021,9.6
339,176-64-7711,Normal,B,p_05,Credit card,4-Aug-2021,4.3
318,191-29-0321,Member,B,p_06,Credit card,1-Aug-2021,5
116,729-06-2010,Member,B,p_01,Cash,29-Sep-2019,9.2
756,640-48-5028,Member,B,p_03,Cash,30-Oct-2019,6.3
192,186-79-9562,Normal,B,p_01,Cash,18-Jul-2020,8.9
534,834-45-5519,Normal,B,p_02,Ewallet,22-Sep-2020,7.6
718,162-65-8559,Member,C,p_05,Cash,29-Dec-2019,4.8
395,760-27-5490,Normal,C,p_06,Ewallet,25-Apr-2019,9.1
951,445-30-9252,Normal,A,p_04,Ewallet,31-Mar-2020,6.1
913,786-94-2700,Member,A,p_05,Cash,11-Oct-2021,9.1
757,728-88-7867,Member,C,p_03,Ewallet,3-Feb-2021,8.3
804,183-21-3799,Normal,C,p_02,Ewallet,11-May-2020,7.2
647,268-20-3585,Normal,C,p_01,Ewallet,25-Dec-2021,6
563,735-32-9839,Member,C,p_06,Ewallet,30-Nov-2019,8.5
830,258-92-7466,Normal,A,p_01,Credit card,27-Jan-2019,6.6
613,857-16-3520,Member,A,p_06,Ewallet,13-Feb-2020,4.5
915,482-17-1179,Member,A,p_02,Credit card,11-Jul-2020,8.1
611,788-21-5741,Normal,A,p_06,Credit card,4-May-2019,7.2
171,821-14-9046,Member,B,p_06,Credit card,8-Jan-2019,6.1
434,418-05-0656,Normal,B,p_06,Cash,20-Apr-2019,7.1
268,678-79-0726,Member,C,p_04,Cash,19-Jul-2021,5.1
492,776-68-1096,Normal,B,p_03,Credit card,1-Feb-2019,7.9
494,592-46-1692,Member,C,p_05,Cash,27-Jan-2020,7.4
441,434-35-9162,Member,B,p_05,Ewallet,22-Oct-2021,7.4
730,149-14-0304,Member,C,p_01,Cash,11-Aug-2021,6.6
180,442-44-6497,Member,C,p_03,Credit card,30-Mar-2021,5.9
752,174-64-0215,Normal,B,p_04,Credit card,25-Feb-2021,8.9
22,210-74-9613,Normal,C,p_06,Ewallet,3-May-2021,6.8
343,299-29-0180,Member,B,p_03,Cash,2-Jul-2020,9.3
971,247-11-2470,Member,A,p_06,Credit card,10-Jun-2021,4.4
52,635-28-5728,Normal,A,p_01,Ewallet,16-Jan-2022,4.8
589,756-49-0168,Member,A,p_06,Ewallet,12-Sep-2021,9.5
183,438-23-1242,Normal,B,p_02,Ewallet,4-Feb-2019,8.9
316,238-45-6950,Member,B,p_05,Ewallet,29-Mar-2019,6.4
248,607-65-2441,Member,C,p_01,Credit card,25-Oct-2021,6
548,386-27-7606,Member,C,p_03,Credit card,30-Dec-2020,8.1
641,137-63-5492,Normal,C,p_02,Ewallet,12-Jul-2020,9
298,197-77-7132,Member,B,p_02,Ewallet,9-Mar-2022,6
897,805-86-0265,Normal,A,p_03,Cash,29-Apr-2021,9.8
454,733-29-1227,Normal,C,p_03,Cash,28-Feb-2020,8.5
20,451-73-2711,Normal,C,p_05,Ewallet,9-Mar-2021,8.8
715,373-14-0504,Member,A,p_04,Ewallet,10-Dec-2019,8.8
889,546-80-2899,Member,A,p_03,Ewallet,21-Apr-2021,9.5
954,345-68-9016,Member,C,p_04,Credit card,8-Feb-2019,5.6
282,390-17-5806,Member,C,p_05,Cash,19-Jan-2022,8.6
852,457-13-1708,Member,B,p_06,Credit card,21-Jan-2022,5.2
327,664-14-2882,Member,C,p_03,Credit card,1-Jul-2019,5.8
543,487-79-6868,Member,B,p_03,Credit card,12-Jun-2021,8
477,314-23-4520,Member,C,p_01,Cash,16-Jul-2021,9
972,210-30-7976,Member,B,p_06,Ewallet,18-Nov-2021,4.1
10,585-86-8361,Normal,A,p_05,Credit card,9-Aug-2019,8.6
651,807-14-7833,Member,A,p_02,Ewallet,18-Jun-2020,7
237,775-72-1988,Normal,B,p_03,Ewallet,8-Sep-2019,8.4
207,288-38-3758,Member,C,p_06,Ewallet,21-Dec-2019,7.4
970,652-43-6591,Normal,A,p_06,Credit card,31-Oct-2019,6.2
891,785-96-0615,Member,B,p_02,Ewallet,3-Mar-2021,4.9
199,406-46-7107,Normal,A,p_03,Cash,29-Aug-2021,4.5
995,250-17-5703,Member,A,p_05,Ewallet,12-Oct-2021,5.6
100,156-95-3964,Normal,A,p_05,Ewallet,21-Dec-2021,8
352,842-40-8179,Member,B,p_05,Credit card,24-Jan-2020,5.6
68,525-09-8450,Normal,B,p_02,Credit card,20-Oct-2020,4.2
74,410-67-1709,Member,A,p_06,Ewallet,13-Jun-2021,9.9
370,587-73-4862,Member,A,p_01,Ewallet,1-Jan-2022,7.6
678,787-87-2010,Member,A,p_01,Credit card,24-Jul-2021,6.6
850,593-14-4239,Normal,B,p_03,Ewallet,10-Feb-2022,4.7
601,801-88-0346,Normal,C,p_06,Credit card,8-Dec-2019,9.8
703,388-76-2555,Normal,B,p_04,Cash,19-Jun-2020,6.3
538,711-31-1234,Normal,B,p_02,Cash,11-Feb-2019,7.9
469,886-54-6089,Normal,A,p_03,Cash,13-Dec-2019,7.7
