Invoice_ID,Product_ID,Quantity,Unit_Price,Tax
898-04-2717,p_06,9,76.4,34.38
597-78-7908,p_06,3,90.22,13.533
756-49-0168,p_06,1,19.7,0.985
725-56-0833,p_01,10,32.32,16.16
598-06-7312,p_06,1,91.35,4.5675
105-10-6182,p_06,2,21.48,2.148
870-72-4431,p_01,6,99.19,29.757
305-14-0245,p_03,8,94.49,37.796
788-21-5741,p_06,3,45.38,6.807
188-55-0967,p_01,10,66.47,33.235
343-61-3544,p_04,10,26.67,13.335
816-57-2053,p_04,2,60.87,6.087
276-54-0879,p_04,4,97.74,19.548
308-81-0538,p_06,4,73.05,14.61
254-31-0042,p_02,9,21.5,9.675
213-72-6612,p_05,2,43.25,4.325
399-46-5918,p_02,8,85.98,34.392
643-38-7867,p_03,1,97.94,4.897
598-47-9715,p_02,4,84.07,16.814
790-29-1172,p_05,3,57.34,8.601
729-46-7422,p_05,1,35.89,1.7945
359-90-3665,p_06,4,18.08,3.616
370-96-0655,p_06,6,49.32,14.796
719-89-8991,p_04,5,91.41,22.8525
397-25-8725,p_01,9,39.62,17.829
696-90-2548,p_04,3,25.84,3.876
573-58-9734,p_06,3,30.37,4.5555
154-87-7367,p_03,8,65.26,26.104
500-02-2261,p_05,6,57.29,17.187
808-65-0703,p_03,4,35.47,7.094
841-18-8232,p_05,1,71.2,3.56
316-01-3952,p_05,5,54.27,13.5675
394-43-4238,p_03,5,17.77,4.4425
437-53-3084,p_06,2,99.89,9.989
325-77-6186,p_03,10,90.65,45.325
120-54-2248,p_05,5,28.86,7.215
847-38-7188,p_05,3,96.68,14.502
558-80-4082,p_02,7,27.85,9.7475
176-64-7711,p_05,3,32.32,4.848
448-61-3783,p_02,8,90.02,36.008
544-55-9589,p_02,10,21.43,10.715
834-83-1826,p_03,5,82.04,20.51
339-18-7061,p_06,2,92.98,9.298
421-95-9805,p_02,1,28.96,1.448
191-29-0321,p_06,10,19.77,9.885
162-65-8559,p_05,1,68.98,3.449
430-02-3888,p_02,6,46.02,13.806
289-65-5721,p_06,2,81.37,8.137
574-57-9721,p_05,2,43.27,4.327
504-35-8843,p_04,1,42.47,2.1235
639-76-1242,p_05,5,40.52,10.13
868-52-7573,p_05,5,99.69,24.9225
787-15-1757,p_01,4,44.07,8.814
376-56-3573,p_06,4,95.42,19.084
542-41-0513,p_02,4,57.49,11.498
242-11-3142,p_06,2,83.77,8.377
400-80-4065,p_01,4,68.55,13.71
862-29-5914,p_04,1,22.38,1.119
283-79-9594,p_05,7,48.51,16.9785
559-61-5987,p_01,1,17.75,0.8875
400-60-7251,p_03,1,74.07,3.7035
189-55-2313,p_06,10,62.18,31.09
554-53-8700,p_03,2,56.11,5.611
233-34-0817,p_02,1,98.84,4.942
420-97-3340,p_05,3,71.68,10.752
602-16-6955,p_04,10,76.6,38.3
291-55-6563,p_03,6,34.42,10.326
217-58-1179,p_03,4,62.65,12.53
149-61-1929,p_04,10,64.19,32.095
211-05-0490,p_02,5,51.92,12.98
192-98-7397,p_06,1,12.78,0.639
756-01-7507,p_01,5,20.38,5.095
277-35-5865,p_05,9,98.97,44.5365
282-35-2475,p_04,2,93.31,9.331
662-72-2873,p_05,5,40.94,10.235
190-59-3964,p_05,5,47.16,11.79
815-04-6282,p_04,5,64.97,16.2425
767-54-1907,p_06,5,29.56,7.39
848-62-7243,p_01,9,24.89,11.2005
765-26-6951,p_04,6,72.61,21.783
585-90-0249,p_02,1,73.26,3.663
132-23-6451,p_01,5,20.97,5.2425
575-67-1508,p_02,1,38.6,1.93
214-30-2776,p_02,5,34.49,8.6225
832-51-6761,p_05,8,33.88,13.552
235-46-8343,p_05,10,27.66,13.83
174-64-0215,p_04,10,69.74,34.87
794-32-2436,p_02,2,55.67,5.567
238-45-6950,p_05,1,53.72,2.686
802-43-8934,p_03,1,18.28,0.914
740-22-2500,p_02,3,84.05,12.6075
810-60-6344,p_02,8,40.86,16.344
182-52-7000,p_04,4,27.04,5.408
860-79-0874,p_06,10,99.3,49.65
664-14-2882,p_03,5,10.53,2.6325
386-27-7606,p_03,7,81.2,28.42
198-84-7132,p_06,9,40.61,18.2745
319-50-3348,p_03,2,40.3,4.03
622-20-1945,p_01,1,39.42,1.971
558-60-5016,p_03,9,33.3,14.985
779-06-0012,p_03,1,88.61,4.4305
745-74-0715,p_02,2,58.03,5.803
868-81-1752,p_03,9,22.02,9.909
742-04-5161,p_03,10,72.78,36.39
268-27-6179,p_06,8,56.47,22.588
399-69-4630,p_02,6,22.21,6.663
150-89-8043,p_04,3,44.65,6.6975
250-17-5703,p_05,10,18.85,9.425
280-35-5823,p_03,1,86.72,4.336
389-70-2397,p_01,5,83.66,20.915
735-32-9839,p_06,8,98.7,39.48
573-10-3877,p_01,1,39.01,1.9505
423-80-0988,p_04,2,76.4,7.64
453-12-7053,p_06,3,45.74,6.861
139-32-4183,p_04,9,97.48,43.866
576-31-4774,p_01,3,73.41,11.0115
311-13-6971,p_04,10,31.99,15.995
608-04-3797,p_01,8,25.32,10.128
593-14-4239,p_03,8,95.46,38.184
566-71-1091,p_06,5,77.02,19.255
268-20-3585,p_01,9,13.85,6.2325
479-26-8945,p_04,2,16.49,1.649
365-16-4334,p_05,8,26.43,10.572
590-83-4591,p_02,6,87.45,26.235
809-46-1866,p_01,4,58.15,11.63
595-11-5460,p_01,2,96.58,9.658
241-72-9525,p_04,10,51.91,25.955
658-66-3967,p_01,7,53.19,18.6165
101-17-6199,p_05,7,45.79,16.0265
778-34-2523,p_02,8,48.62,19.448
593-08-5916,p_06,1,15.5,0.775
870-76-1733,p_05,5,14.23,3.5575
699-01-4164,p_01,4,41.5,8.3
135-13-8269,p_05,2,78.88,7.888
751-15-6198,p_04,6,23.01,6.903
674-15-9296,p_04,5,37.14,9.285
343-75-9322,p_04,8,11.85,4.74
717-96-4189,p_02,6,35.49,10.647
197-77-7132,p_02,8,91.56,36.624
174-75-0888,p_02,9,21.58,9.711
853-23-2453,p_01,4,75.74,15.148
325-90-8763,p_02,10,46.57,23.285
641-96-3695,p_06,6,43.46,13.038
744-82-9138,p_06,2,86.13,8.613
578-80-7669,p_04,1,74.97,3.7485
727-17-0390,p_05,5,63.61,15.9025
733-01-9107,p_03,6,82.7,24.81
474-33-8305,p_06,7,67.39,23.5865
592-34-6155,p_05,4,31.77,6.354
733-29-1227,p_03,7,55.61,19.4635
650-98-6268,p_05,3,20.87,3.1305
689-05-1884,p_01,10,48.63,24.315
453-63-6187,p_02,3,27.5,4.125
734-91-1155,p_02,3,45.71,6.8565
488-25-4221,p_05,1,30.41,1.5205
139-52-2867,p_06,7,22.51,7.8785
364-34-2972,p_02,3,96.82,14.523
416-13-5917,p_05,5,97.03,24.2575
131-70-8179,p_01,3,92.09,13.8135
878-30-2331,p_04,10,54.55,27.275
549-84-7482,p_04,9,90.28,40.626
594-34-4444,p_02,1,97.16,4.858
652-49-6720,p_02,1,60.95,3.0475
875-46-5808,p_01,10,25.9,12.95
802-70-5316,p_04,6,92.13,27.639
731-59-7531,p_01,8,72.57,29.028
457-13-1708,p_06,10,65.23,32.615
422-29-8786,p_03,5,67.09,16.7725
725-54-0677,p_01,7,85.6,29.96
837-55-7229,p_06,1,47.44,2.372
336-78-2147,p_03,8,63.91,25.564
364-33-8584,p_05,5,17.63,4.4075
746-68-6593,p_04,2,87.16,8.716
750-67-8428,p_01,7,74.69,26.1415
152-03-4217,p_03,9,11.28,5.076
690-01-6631,p_06,10,17.49,8.745
373-14-0504,p_04,2,71.63,7.163
785-13-7708,p_05,7,73.06,25.571
114-35-5271,p_02,8,57.91,23.164
378-24-2715,p_03,2,53.44,5.344
656-95-9349,p_01,7,68.93,24.1255
468-99-7231,p_03,8,44.01,17.604
510-95-6347,p_05,3,48.52,7.278
256-58-3609,p_06,1,91.98,4.599
873-95-4984,p_01,7,76.9,26.915
848-24-9445,p_01,2,43.7,4.37
373-88-1424,p_03,5,35.81,8.9525
829-49-1914,p_05,10,78.31,39.155
451-28-5717,p_03,6,83.17,24.951
115-38-7388,p_06,8,10.18,4.072
234-65-2137,p_03,10,95.58,47.79
888-02-0338,p_02,9,26.23,11.8035
521-18-7827,p_03,5,39.39,9.8475
249-42-3782,p_01,5,70.01,17.5025
656-16-1063,p_04,3,46.42,6.963
541-89-9860,p_06,3,80.48,12.072
484-22-8230,p_06,7,51.89,18.1615
420-11-4919,p_05,5,71.39,17.8475
718-57-9773,p_04,10,49.33,24.665
380-94-4661,p_02,4,65.94,13.188
425-85-2085,p_01,5,54.86,13.715
729-06-2010,p_01,9,80.47,36.2115
388-76-2555,p_04,6,13.69,4.107
868-06-0466,p_02,9,69.58,31.311
183-21-3799,p_02,9,77.63,34.9335
263-12-5321,p_02,7,92.6,32.41
130-67-4723,p_05,6,48.5,14.55
430-60-3493,p_03,7,94.88,33.208
236-27-1144,p_05,9,16.31,7.3395
491-38-3499,p_06,1,55.45,2.7725
137-63-5492,p_02,10,58.76,29.38
665-63-9737,p_06,3,52.42,7.863
702-83-5291,p_06,9,99.82,44.919
701-23-5550,p_03,4,38.81,7.762
273-84-2164,p_02,5,12.05,3.0125
759-29-9521,p_06,9,48.96,22.032
210-30-7976,p_06,4,22.32,4.464
354-25-5821,p_04,6,69.12,20.736
568-88-3448,p_01,1,25,1.25
162-48-8011,p_05,5,44.59,11.1475
343-87-0864,p_01,1,75.88,3.794
366-93-0948,p_02,1,66.35,3.3175
827-26-2100,p_03,9,33.84,15.228
827-77-7633,p_04,9,98.09,44.1405
760-27-5490,p_06,8,15.62,6.248
408-66-6712,p_01,6,47.71,14.313
342-65-4817,p_01,3,86.8,13.02
439-54-7422,p_02,4,51.19,10.238
149-71-6266,p_04,9,78.07,35.1315
372-94-8041,p_01,6,15.26,4.578
587-03-7455,p_06,7,97.79,34.2265
704-11-6354,p_03,8,58.9,23.56
560-49-6611,p_04,1,45.58,2.279
632-32-4574,p_04,8,75.92,30.368
226-71-3580,p_04,9,23.75,10.6875
156-95-3964,p_05,4,55.39,11.078
151-16-1484,p_02,4,32.25,6.45
218-59-9410,p_03,3,72.42,10.863
316-55-4634,p_05,5,80.05,20.0125
370-41-7321,p_01,9,56.69,25.5105
896-34-0956,p_06,1,21.32,1.066
410-67-1709,p_06,8,63.88,25.552
207-73-1363,p_01,2,69.51,6.951
574-31-8277,p_06,1,33.63,1.6815
149-15-7606,p_04,9,37.32,16.794
253-12-6086,p_04,7,98.4,34.44
626-43-7888,p_06,8,60.41,24.164
821-14-9046,p_06,6,17.48,5.244
692-27-8933,p_04,6,57.95,17.385
632-90-0281,p_06,10,37.55,18.775
329-62-1586,p_05,3,54.67,8.2005
302-15-2162,p_01,6,46.53,13.959
347-56-2442,p_03,1,65.82,3.291
751-69-0068,p_04,9,99.24,44.658
201-86-2184,p_02,7,26.26,9.191
616-24-2851,p_06,4,17.87,3.574
842-29-4695,p_04,7,17.14,5.999
174-36-3675,p_05,2,99.37,9.937
676-10-2200,p_06,1,53.78,2.689
273-16-6619,p_03,2,33.2,3.32
633-44-8566,p_05,7,49.38,17.283
145-94-9061,p_05,5,88.36,22.09
895-03-6665,p_06,9,36.51,16.4295
377-79-7592,p_02,9,44.84,20.178
583-41-4548,p_03,7,16.67,5.8345
518-17-2983,p_06,4,48.63,9.726
585-86-8361,p_05,5,27.28,6.82
636-98-3364,p_02,3,26.26,3.939
610-46-4100,p_01,7,28.95,10.1325
183-56-6882,p_05,4,99.42,19.884
347-72-6115,p_04,7,90.74,31.759
527-09-6272,p_02,5,28.45,7.1125
173-50-1108,p_04,4,20.18,4.036
631-41-3108,p_03,7,46.33,16.2155
885-56-0389,p_06,1,52.35,2.6175
442-44-6497,p_03,3,55.57,8.3355
695-28-6250,p_04,5,43.06,10.765
571-94-0759,p_05,10,74.6,37.3
187-83-5490,p_02,4,20.77,4.154
722-13-2115,p_04,1,42.85,2.1425
510-79-0415,p_04,6,23.08,6.924
523-38-0215,p_03,1,37,1.85
749-81-8133,p_06,4,94.67,18.934
175-54-2529,p_05,8,22.17,8.868
453-33-6436,p_03,8,93.12,37.248
