SalesOrderID,SalesOrderDetailID,CarrierTrackingNumber,OrderQty,ProductID,SpecialOfferID,UnitPrice,UnitPriceDiscount,LineTotal,rowguid,ModifiedDate
45786,7722,C4AF-4371-B7,2,769,1,419.4589,0,838.9178,B699E8C6-4E7A-4DD7-B7AD-D70E9901BEB9,28-02-12 23:00
50312,33011,89ED-4505-8D,6,815,1,36.447,0,218.682,93E53BB9-FC49-4C4E-962F-59B5C3D54073,29-03-13 23:00
44130,2000,A870-450A-8A,3,778,1,2024.994,0,6074.982,48FA6920-4FD8-40B4-96BA-9CC6EA7C5F2D,31-07-11 22:00
47986,20258,3373-4C22-A9,6,743,1,736.1455,0,4416.873,D24EED00-E676-454D-9BE0-8DED9A583CF8,29-09-12 22:00
56398,58872,NA,1,929,1,29.99,0,29.99,2DEA0586-0EDA-46B8-A3E2-D88299AEE1B6,17-09-13 22:00
44481,2839,379F-474E-B8,3,775,1,2024.994,0,6074.982,A5362912-519C-464F-882E-33831FF2348C,30-09-11 22:00
47365,16222,4535-457B-B0,2,748,1,744.2727,0,1488.5454,A458D193-47AD-4400-8F66-7E67122B66F7,30-07-12 22:00
45872,8156,NA,1,774,1,3399.99,0,3399.99,B9DBE992-5EAA-44F1-91B9-F9B0EABCC01F,09-03-12 23:00
59116,70579,NA,1,713,1,49.99,0,49.99,413809BE-464D-49B9-AA91-698A6243BF3E,29-10-13 23:00
57803,64715,NA,1,794,1,2443.35,0,2443.35,BD2A3667-E0DD-4108-A8DA-7D7A685E4E6B,10-10-13 22:00
68298,99454,NA,1,873,1,2.29,0,2.29,A5BFADED-13D2-4F86-8683-61119C7728F0,14-03-14 23:00
47725,19583,2501-4A1D-99,5,849,1,35.994,0,179.97,5F1D6832-D50F-40EB-88E0-AD42C55E6B04,29-08-12 22:00
46535,10597,NA,1,749,1,3578.27,0,3578.27,65E032A5-3271-411F-A9EE-6E1C20FB2931,19-05-12 22:00
66347,93084,NA,1,934,1,28.99,0,28.99,C75276BD-8B86-47B2-AD18-5AB45E614B36,13-02-14 23:00
70772,108060,NA,1,873,1,2.29,0,2.29,8BDBA38E-DF49-44D9-BC8D-8392E4E18B26,15-04-14 22:00
53380,46567,NA,1,867,1,69.99,0,69.99,C36EB451-8EDE-4C82-B794-C925D16C8257,28-07-13 22:00
53586,49945,37CB-4A82-96,3,715,1,29.994,0,89.982,DA14AA37-9D17-4AB4-A2CC-9D40F2812D18,30-07-13 22:00
51393,38352,NA,1,707,1,34.99,0,34.99,5444B7C0-FFC6-47C0-B782-873BA5D25C25,11-06-13 22:00
58111,65472,NA,1,779,2,2319.99,0,2319.99,D0350709-210C-4800-A150-C18619799763,15-10-13 22:00
53191,46093,NA,1,871,1,9.99,0,9.99,BC878D6E-7381-4311-B9D8-687CDA0E1AD4,25-07-13 22:00
53456,46894,9F7E-451F-8E,3,798,1,672.294,0,2016.882,2180185E-6323-4FE0-8BA9-CBABA5EDEFEF,30-07-13 22:00
49113,26588,4C8B-47E0-A7,2,808,1,24.2945,0,48.589,FDB15AE5-482A-4CFF-A114-A69582187485,30-12-12 23:00
44597,3971,NA,1,749,1,3578.27,0,3578.27,AC52C3F9-AD95-44EA-AFCC-9B65C966A685,05-10-11 22:00
61014,75336,NA,1,707,1,34.99,0,34.99,290A1C6B-77A7-441E-AFD5-D559E5B2B040,26-11-13 23:00
47009,14406,8F7C-4372-A2,6,849,1,35.994,0,215.964,F7F5F1FA-C2B6-4FE1-9C00-C7E66BC40D57,29-06-12 22:00
57080,61585,A38F-4C07-81,6,864,1,38.1,0,228.6,17687157-9203-49C4-96A0-7362198B47CB,29-09-13 22:00
69405,102408,E3D1-4246-9F,3,864,1,38.1,0,114.3,80CB798F-39EA-4C67-8025-D0F79FABFAA9,30-03-14 22:00
50114,30823,NA,1,781,1,2071.4196,0,2071.4196,DCCAA0A3-C53A-4745-91D6-DAC8144CC011,22-03-13 23:00
49879,30284,7A79-4FB0-85,1,849,1,35.994,0,35.994,C8B712AF-F29A-4A31-A0AC-1D8C05C2AE99,27-02-13 23:00
57030,60705,373C-4C0F-88,7,809,1,37.152,0,260.064,71F3B113-41CE-43E2-8521-618AC0D30B23,29-09-13 22:00
69397,102294,1339-46CA-AC,2,952,1,12.144,0,24.288,7715D1F3-D65A-4059-AD49-517B4C59E655,30-03-14 22:00
56060,58028,NA,1,998,1,539.99,0,539.99,A3F146A7-19C5-4E73-AD26-2719AFA46CFD,10-09-13 22:00
55094,54062,NA,1,715,1,49.99,0,49.99,E2A70CAA-FEA6-47E8-8D3C-497CAEE0B49D,26-08-13 22:00
62892,81130,NA,1,923,1,4.99,0,4.99,BDFEC22C-5F1F-40BD-83B0-2C4F641CFA07,26-12-13 23:00
65218,89425,582E-4D6F-9C,2,979,1,445.41,0,890.82,634AC1E4-F801-42FB-B62A-E31B47E3AEF0,28-01-14 23:00
70521,107442,NA,1,882,1,53.99,0,53.99,830B0451-33C9-4AF1-B14B-19EBE7CC223E,11-04-14 22:00
55611,56894,NA,1,997,1,539.99,0,539.99,6AEC674F-6B24-477C-B542-3970F842C08F,02-09-13 22:00
69560,104935,B1B6-43F4-BC,1,987,16,112.998,0.4,67.7988,6344B9B1-30FD-41AC-8C3E-B616A4E553DE,30-03-14 22:00
68149,99087,NA,1,881,1,53.99,0,53.99,C4F2C3E1-2FB9-4E99-BB48-188D757C7447,11-03-14 23:00
68690,100473,NA,1,873,1,2.29,0,2.29,6A22C9E4-0935-4C63-A544-134CA4368DCC,20-03-14 23:00
67316,96554,6F7E-4455-9E,6,952,1,12.144,0,72.864,3CCE7346-B5D6-4FE6-9563-B89CA512FA16,28-02-14 23:00
63509,84341,NA,1,876,1,120,0,120,6C88C545-970B-40B3-9DE2-4818FCA0DA81,02-01-14 23:00
44288,2296,6F5C-4E3C-B5,1,736,1,178.5808,0,178.5808,6C4E1B1A-6815-4A9B-9544-1C937C7B33A9,30-08-11 22:00
70667,107806,NA,1,713,1,49.99,0,49.99,C9C9DFC7-F090-404D-963C-F5F3A9410EAE,13-04-14 22:00
68568,100135,NA,1,871,1,9.99,0,9.99,07337E46-C234-498B-91D5-C8A288EC9909,18-03-14 23:00
68344,99564,NA,1,929,1,29.99,0,29.99,839E7B94-2481-4DB1-8D2A-F71C6B15342E,15-03-14 23:00
52747,45041,NA,1,865,1,63.5,0,63.5,515730CC-BF68-4876-9723-1D69BB874534,16-07-13 22:00
53821,50969,NA,1,982,1,769.49,0,769.49,2FDFEB12-29BA-4E71-8B78-62B63894923A,02-08-13 22:00
51108,36197,8650-4A20-B1,4,883,1,32.394,0,129.576,6ADB0413-D123-4D07-A5CD-D8260A02E0A4,29-05-13 22:00
53551,49141,8593-405C-AB,1,900,1,200.052,0,200.052,E4A822CC-58E3-41AA-9C1A-004D00CE340C,30-07-13 22:00
52156,43578,NA,1,870,1,4.99,0,4.99,B0D6EF9B-E5ED-4912-B21A-8DB7D8F7F6E6,05-07-13 22:00
53483,47646,A0BE-40E0-81,15,870,3,2.7445,0.05,39.109125,208CDA55-5B39-4FF6-B5E0-CDC33075ECA9,30-07-13 22:00
62697,80669,NA,1,875,1,8.99,0,8.99,C16E7089-F7B9-4B72-954A-F64F9A9F2F7C,23-12-13 23:00
51842,42360,2A39-4E97-9A,3,798,1,672.294,0,2016.882,37F1C7DD-1A5B-4205-B3FF-6343F3EE2360,29-06-13 22:00
51926,43044,NA,1,922,1,3.99,0,3.99,BE659046-C5B7-49AB-A545-CAC7BC74A78F,30-06-13 22:00
69468,103629,25FB-4E10-88,3,987,16,112.998,0.4,203.3964,AB6AA1E5-3693-477A-BE07-B002850D2199,30-03-14 22:00
48763,25002,06A5-45C0-A2,5,714,1,28.8404,0,144.202,29198A46-4EB1-4498-84D2-91CEF8261F36,29-11-12 23:00
57012,60358,BE3B-4D30-A7,2,954,1,1430.442,0,2860.884,AC0F3545-CAF3-4471-8B09-5D2545F9929F,29-09-13 22:00
46882,12595,NA,1,770,1,782.99,0,782.99,0D9CB98C-B13C-4291-B315-94E354E1B13E,22-06-12 22:00
50693,34249,0DA5-4EE4-93,8,852,1,44.994,0,359.952,DAB1788D-1A7B-4195-BFEB-A2CAE31B5591,29-04-13 22:00
52689,44900,NA,1,922,1,3.99,0,3.99,3B68E626-3120-4C84-BF84-3522A7871CC9,15-07-13 22:00
65140,88388,NA,1,711,1,34.99,0,34.99,B3059B9A-F39F-4FEC-BA3C-157A8EFCB970,27-01-14 23:00
45060,5361,39B0-42BB-92,2,752,1,2146.962,0,4293.924,BF9487D7-7A5A-40D2-9728-723A2141ED4F,30-11-11 23:00
53190,46091,NA,1,921,1,4.99,0,4.99,6B2BFD7C-6F33-429C-BBE9-4A3F9E3F9E16,25-07-13 22:00
61386,77391,NA,1,934,1,28.99,0,28.99,3AC864EA-60CD-404D-B095-73445C8F941D,01-12-13 23:00
47677,18664,2C43-407F-B3,3,824,1,141.615,0,424.845,A0CCAF5D-9D35-4F56-9DE6-2108EC3F5D35,29-08-12 22:00
46666,12079,1A94-4D1F-AF,4,819,1,149.031,0,596.124,438E9B17-503F-4E75-B0F6-599E47BFEF16,29-05-12 22:00
52004,43235,NA,1,928,1,24.99,0,24.99,7D4FE84C-4EBD-4745-8C97-D140CD6A5BF0,01-07-13 22:00
47033,14833,2797-46ED-BB,7,766,1,469.794,0,3288.558,A5BD436F-BD5E-4A73-A0F0-DE544A4B5245,29-06-12 22:00
53894,51151,NA,1,870,1,4.99,0,4.99,7FCA6E84-6C84-4295-BDF5-D292D3A6CE2E,04-08-13 22:00
56101,58122,NA,1,882,1,53.99,0,53.99,331EDF27-D9FC-47D5-A465-A6E30400EA21,11-09-13 22:00
52224,43747,NA,1,794,1,2443.35,0,2443.35,31375627-568C-435D-9E17-F5921B1ECD60,06-07-13 22:00
51959,43124,NA,1,782,1,2294.99,0,2294.99,060F0F4F-C8A5-4336-89B8-8974B0A970B3,30-06-13 22:00
65257,90004,4659-4DD9-90,9,870,1,2.994,0,26.946,0909BB2D-56FD-4927-9108-94B33086DB4C,28-01-14 23:00
57385,63716,NA,1,923,1,4.99,0,4.99,1B7CD2FD-E30B-4CFA-8FB4-45511835ABB1,02-10-13 22:00
74221,119275,NA,1,930,1,35,0,35,3BC71C7D-3C76-4498-AF4D-C550F94EB41C,01-06-14 22:00
46647,11646,FA5F-4878-9F,14,832,2,202.2808,0.02,2775.292576,5EC93080-B992-4DCB-ABD3-E7E2D4CAF416,29-05-12 22:00
52954,45536,NA,1,877,1,7.95,0,7.95,57F7D642-C571-4358-B8DE-D336E95CD838,20-07-13 22:00
64551,86932,NA,1,716,2,49.99,0,49.99,E8397007-D38F-4D89-BD19-22B3E3AB9F4F,18-01-14 23:00
59538,71666,NA,1,715,1,49.99,0,49.99,DFAF27EC-BA70-4967-BB9D-EF4DA9468C72,04-11-13 23:00
63223,83000,70F5-4AD9-A9,3,794,1,1466.01,0,4398.03,B65E1AEF-7E1B-4028-903E-0408B0902D4C,30-12-13 23:00
43952,1318,NA,1,751,1,3578.27,0,3578.27,D2AE342C-738F-4C42-9ED7-B5E2277B3CCC,06-07-11 22:00
66461,93361,NA,1,712,1,8.99,0,8.99,58F67F3A-2094-428B-B517-F2CAF52AD877,15-02-14 23:00
58596,66705,NA,1,993,1,539.99,0,539.99,7469C1E7-1E23-4F42-B2A1-6672CEAAA93B,24-10-13 22:00
55982,57836,NA,1,707,1,34.99,0,34.99,4A9E5BEE-D8FD-4087-8575-CABC3D0D0C53,09-09-13 22:00
47436,17540,4AA1-4884-91,5,820,1,198.036,0,990.18,4ED7927D-4B74-49F1-B4C2-362888816ED1,30-07-12 22:00
51793,41379,D763-4929-9B,2,800,1,672.294,0,1344.588,15E15A98-4B7D-4194-80FE-60365A7B3CE9,29-06-13 22:00
65174,88806,E2AA-4EEC-93,4,909,1,23.484,0,93.936,D4A8D0BC-F85C-4855-8612-7C3C8F822DA7,28-01-14 23:00
53573,49672,F674-4899-B9,18,867,3,38.4945,0.05,658.25595,F9184E05-8619-4B53-96FA-0CC87655769D,30-07-13 22:00
73325,117029,NA,1,884,1,53.99,0,53.99,3F97171E-AA82-4587-A4B9-3C12D847E23C,18-05-14 22:00
56625,59441,NA,1,921,1,4.99,0,4.99,125AAC3F-EFBE-4535-A8D9-29A8F354889A,21-09-13 22:00
47384,16599,8780-4D54-85,5,711,1,20.1865,0,100.9325,D37EFD07-8687-4A43-8CCA-38E019ED87B1,30-07-12 22:00
69030,101302,NA,1,782,1,2294.99,0,2294.99,616CB27B-FBF7-4990-A73F-5329FBF07F88,25-03-14 23:00
47975,20148,5E8C-4BD8-B5,4,836,1,324.4527,0,1297.8108,3EC86446-5A69-4596-8BB1-FA8506155520,29-09-12 22:00
55719,57171,NA,1,883,1,53.99,0,53.99,1566ADC3-7A27-4A7D-B0BC-768DE6AAFBED,04-09-13 22:00
53680,50640,NA,1,982,1,769.49,0,769.49,2AA7FB6E-F86B-4683-9E41-ED17563611E2,31-07-13 22:00
65835,91835,NA,1,879,1,159,0,159,B8B95199-F38F-48E3-ABE1-1F7D1C7AFE23,05-02-14 23:00
69409,102513,09C5-4089-8B,7,870,1,2.994,0,20.958,A88806F8-00DF-4172-A561-111951FD05AB,30-03-14 22:00
63233,83084,94CA-453D-AF,6,864,1,38.1,0,228.6,FB6043AF-FE9D-48F6-A2C9-73504B20BC76,30-12-13 23:00
48347,23344,40D2-4DF5-93,3,747,1,736.1455,0,2208.4365,11666181-14E7-49E1-818D-D5D45FBBCA93,29-10-12 23:00
47447,17755,5913-43AF-8D,2,835,1,324.4527,0,648.9054,4215B9DB-1DB1-4CCA-99BD-9D90F70B4C1D,30-07-12 22:00
58805,67200,NA,1,931,1,21.49,0,21.49,45F0031D-DB42-441A-87D7-899608026359,27-10-13 23:00
69528,104423,2644-4747-86,2,935,1,24.294,0,48.588,34C00526-9A11-4A02-82B5-C66EBBD72121,30-03-14 22:00
54618,52934,NA,1,870,1,4.99,0,4.99,06D25F03-BF04-428C-8EF5-468C9AE24CD5,17-08-13 22:00
45047,5239,B1C5-444F-BF,2,763,1,419.4589,0,838.9178,CB364F31-959D-4837-BBC0-FC1198C558AC,30-11-11 23:00
48028,21109,B23F-4743-B9,4,844,1,11.994,0,47.976,5607CB79-EA73-47E3-A2D2-08AE196D4530,29-09-12 22:00
57201,63287,NA,1,715,1,49.99,0,49.99,7A3B2545-2D6B-4C70-BED0-7DB5F2BD2BB7,29-09-13 22:00
67316,96555,6F7E-4455-9E,6,859,1,14.694,0,88.164,E538A7A9-97B5-4C9C-97B1-5CD0570AB6B1,28-02-14 23:00
65685,91467,NA,1,871,1,9.99,0,9.99,E5EDD435-3341-4F07-B3AD-F4ADC3B18F89,03-02-14 23:00
72428,114759,NA,1,870,1,4.99,0,4.99,39120105-F2EA-46B5-B60D-CA088A22F348,06-05-14 22:00
61994,78937,NA,1,878,1,21.98,0,21.98,74F46CF2-C598-45DB-9C91-801EEB14F405,11-12-13 23:00
68668,100402,NA,1,711,1,34.99,0,34.99,1D1FB83E-36BD-421E-A111-0A5D02220688,19-03-14 23:00
57061,61226,C48C-4776-A7,1,990,1,323.994,0,323.994,AC276796-24D2-4E2F-817A-65461A4A25C8,29-09-13 22:00
46660,11921,CF24-45E2-9D,6,798,1,600.2625,0,3601.575,42571145-4B2F-40D9-B15C-F0D74CAAA886,29-05-12 22:00
62421,79972,NA,1,869,1,69.99,0,69.99,8625A5B2-77BD-4BBC-A48A-018678BA8ACC,18-12-13 23:00
69442,103038,9833-459C-A2,5,909,1,23.484,0,117.42,D72A54F0-BE05-4E39-B6F2-2D55F1336C22,30-03-14 22:00
47369,16384,B6B6-442B-8B,7,793,1,1308.9375,0,9162.5625,9EC01E7E-951D-4A31-BEE8-52DB74FF3B69,30-07-12 22:00
64646,87179,NA,1,923,1,4.99,0,4.99,0F997883-4776-49A3-BE00-D433E01A234E,19-01-14 23:00
65793,91736,NA,1,712,1,8.99,0,8.99,1D9736CF-96D5-4654-8B20-F814AEAD5BCB,04-02-14 23:00
74091,118956,NA,1,872,1,8.99,0,8.99,CEBAD07A-6772-48E5-A01C-B4CCEA622143,28-05-14 22:00
45795,7818,EA72-4C1D-BB,3,769,1,419.4589,0,1258.3767,786C761D-7253-46C6-AE03-CEEC2F7AEACA,28-02-12 23:00
48033,21210,BC9E-4246-AC,3,716,1,28.8404,0,86.5212,B935BE9C-1854-48CC-B19D-6C36F0FC8AC1,29-09-12 22:00
63170,82241,9588-481B-B3,4,711,1,20.994,0,83.976,4A62968B-C336-47AC-BF94-62086361A882,30-12-13 23:00
47365,16208,4535-457B-B0,8,804,1,137.694,0,1101.552,44EEA2AF-A189-4C03-BD9B-8226DD1E4B1D,30-07-12 22:00
49159,27232,15B4-4CCD-9A,2,850,1,35.994,0,71.988,8A9E4884-DB78-4B08-8281-3A297F5EA95E,30-12-12 23:00
63170,82240,9588-481B-B3,2,715,1,29.994,0,59.988,96BA990A-AE84-4555-B99B-0E26276815F6,30-12-13 23:00
63223,83002,70F5-4AD9-A9,5,835,1,356.898,0,1784.49,F966DC79-A378-4FEE-A889-733A8D66A3AC,30-12-13 23:00
51829,42005,448A-443D-89,2,965,13,334.0575,0.15,567.89775,6FC3BA62-787E-472F-8218-DE9DD806BAB4,29-06-13 22:00
55252,54828,1F1C-4667-AE,1,870,1,2.994,0,2.994,CE637DCD-A6B5-4C5C-8C8F-E831E40B950A,29-08-13 22:00
49702,29036,NA,1,794,1,2181.5625,0,2181.5625,7B846A04-E6C3-48F4-A27C-996AB3AFFFC8,13-02-13 23:00
71836,111923,E41E-40C1-84,4,981,1,461.694,0,1846.776,6EF75335-4E4B-4816-A87C-CFAC0252846E,30-04-14 22:00
73995,118705,NA,1,980,1,769.49,0,769.49,45E2D3B9-5AD0-400E-B309-8BBC6B4734D4,27-05-14 22:00
49533,28755,5895-4BD4-A3,3,716,1,28.8404,0,86.5212,50CAF6DA-3C90-4F8E-A6AD-659231E39A11,27-01-13 23:00
61719,78258,NA,1,780,1,2319.99,0,2319.99,A11E840E-965C-47C6-B245-69FAD19BEE84,06-12-13 23:00
71965,113598,NA,1,707,1,34.99,0,34.99,5F544972-F3F8-4B89-BBFF-F9A889E661A9,30-04-14 22:00
57093,61843,2F7C-4AF6-8B,2,858,1,14.694,0,29.388,D9C384DF-C4AA-45F2-B21E-904B7E8F12E8,29-09-13 22:00
71482,109858,NA,1,714,1,49.99,0,49.99,2664DA25-09CB-4FAD-AA8D-F22D23329530,25-04-14 22:00
70431,107211,NA,1,707,1,34.99,0,34.99,B69A2C2C-8E9A-43B8-A1BE-761BE9F6FB21,10-04-14 22:00
63965,85468,NA,1,870,1,4.99,0,4.99,6EC3EE44-FE1A-4F34-AA52-7E6A40A3AF03,09-01-14 23:00
67073,94852,NA,1,999,1,539.99,0,539.99,0AF9CEBF-C1F1-4A1A-BB7A-D4E425A77EF4,24-02-14 23:00
66464,93365,NA,1,878,1,21.98,0,21.98,CE059072-AD51-4437-B572-3B460B303364,15-02-14 23:00
69610,105139,NA,1,922,1,3.99,0,3.99,8D0207C5-1A7A-4133-ACB0-5C1FCBB55771,30-03-14 22:00
69317,102026,NA,1,870,1,4.99,0,4.99,6FD755BD-B120-4A6C-8EAC-DCC6DAAB6E0F,29-03-14 23:00
59511,71601,NA,1,934,1,28.99,0,28.99,C44830CB-A3C2-448C-9627-11B06B8396FA,04-11-13 23:00
49453,27707,CED2-45E1-B6,1,779,1,1242.8518,0,1242.8518,F4FEE352-2C92-449F-AACC-76B9D3AAE529,27-01-13 23:00
54878,53569,NA,1,872,1,8.99,0,8.99,30073BB6-9763-4DA3-AB36-645B3241A804,21-08-13 22:00
55324,56093,35BE-456A-B8,15,715,3,27.4945,0.05,391.796625,719BDD5E-5393-4CAF-B5D5-D7A10A5031B3,29-08-13 22:00
63383,84022,NA,1,870,1,4.99,0,4.99,22EB4B63-30AB-4E98-90AF-7CE4C2D933E5,31-12-13 23:00
68048,98840,NA,1,880,1,54.99,0,54.99,CF319D5F-BD8A-46C0-89AD-28397FDFD3C2,10-03-14 23:00
73688,117935,NA,1,782,1,2294.99,0,2294.99,65D34217-B83A-4BF8-9885-DC8BD01D4845,23-05-14 22:00
57736,64571,NA,1,708,1,34.99,0,34.99,8B35798E-CE6D-435C-9F67-58549384F535,08-10-13 22:00
61383,77386,NA,1,880,1,54.99,0,54.99,715AD1BA-683E-4007-9428-89C4D60636DC,01-12-13 23:00
52679,44881,NA,1,873,1,2.29,0,2.29,1761A336-23B9-4EAD-B4C6-56BFF61E030F,15-07-13 22:00
48761,24960,E39C-4A4E-A3,5,801,1,600.2625,0,3001.3125,C1F87E52-6EAC-40E6-9259-FD7439BDDF1A,29-11-12 23:00
71837,111955,103E-49BF-93,1,792,1,1466.01,0,1466.01,29675DF3-7F94-4079-88F9-77FE7A1F9C34,30-04-14 22:00
61200,76174,9B44-40EF-86,4,972,1,728.91,0,2915.64,AE359BF6-4AE0-49E9-A069-728D10633F22,29-11-13 23:00
62214,79451,NA,1,878,1,21.98,0,21.98,59314951-0BEA-401B-A53E-D30A4A158E57,14-12-13 23:00
57030,60676,373C-4C0F-88,3,935,1,24.294,0,72.882,7EFB70F7-E339-43BA-BB4E-7C73B96368B0,29-09-13 22:00
64699,87332,NA,1,707,1,34.99,0,34.99,619A12EB-B3BE-420C-B6A0-066772F765DB,20-01-14 23:00
50208,31221,6993-49B4-8B,5,826,1,67.539,0,337.695,EB3211F9-2F93-4E2C-AFC8-9AEF051F86C7,29-03-13 23:00
45810,8039,2A16-4AA7-89,1,718,1,758.0759,0,758.0759,052DB6C4-43DC-4706-84B7-DA50689D149E,28-02-12 23:00
71896,112879,A37A-4B16-B0,2,936,1,37.254,0,74.508,C43FDED9-BA2D-4F94-BD49-E7778282AF6B,30-04-14 22:00
57093,61841,2F7C-4AF6-8B,5,865,1,38.1,0,190.5,46E976C9-3C31-40D3-A5C8-BF08633C22B8,29-09-13 22:00
49158,27220,47CD-4C5F-B8,2,762,1,469.794,0,939.588,EC4D9413-B39E-4381-A873-66BBF68E21B6,30-12-12 23:00
68748,100611,NA,1,871,1,9.99,0,9.99,29DA07EB-B76D-4042-B547-12F1233251DC,21-03-14 23:00
70111,106407,NA,1,873,1,2.29,0,2.29,731B5258-F682-4B6A-A503-4FE8D98DD71E,06-04-14 22:00
69408,102484,8DF5-4377-9D,8,948,1,63.9,0,511.2,563D47CF-CCA9-459C-80D8-DF7CAB95523E,30-03-14 22:00
44570,3933,4132-4AE3-99,3,725,1,183.9382,0,551.8146,6C72AE69-0453-4022-B73B-63FAF63AED08,30-09-11 22:00
47025,14643,9A7F-452C-83,3,838,1,780.8182,0,2342.4546,EEFC30F9-723A-48E2-B1A0-7A7BBEAADEE7,29-06-12 22:00
46100,9303,58B8-4157-97,4,751,1,2146.962,0,8587.848,B92D346D-DDC5-4BFD-98DC-E10F6AF9850D,29-03-12 22:00
50206,31143,7656-4E84-B8,2,815,1,36.447,0,72.894,CFA063FE-5395-448F-8E31-B0B754D59B86,29-03-13 23:00
71780,110627,36CB-4A10-92,6,867,1,41.994,0,251.964,AC78838D-B503-41A5-9791-480E528F028C,30-04-14 22:00
65243,89811,F88F-4FB2-85,1,916,1,31.584,0,31.584,5D9E36B5-096D-443E-B814-7C6FC454C78C,28-01-14 23:00
51096,35935,2D8A-4DAD-96,1,798,1,672.294,0,672.294,A18B3D5C-E21E-46FA-89FB-57120293B043,29-05-13 22:00
52459,44341,NA,1,872,1,8.99,0,8.99,6640C9E4-6EFB-4D46-A3C4-0485BDE122F9,10-07-13 22:00
74709,120343,NA,1,932,1,24.99,0,24.99,4F7274C1-457C-4593-A6CC-604FF604C0A9,16-06-14 22:00
69870,105799,NA,1,921,1,4.99,0,4.99,62D4F613-3F79-4FF6-B63C-1F5E05350893,03-04-14 22:00
61209,76261,C31E-48AE-AF,2,992,1,323.994,0,647.988,BFD1814D-A09E-45E9-950C-27F7A6F73946,29-11-13 23:00
58910,67666,A209-4ADD-98,2,808,1,26.724,0,53.448,C84ABAF7-EAD5-4017-AEC5-52908731BE3A,29-10-13 23:00
44522,3321,B9A9-4D27-B7,1,769,1,419.4589,0,419.4589,219389E3-411E-46C0-AC64-E1CD56614C83,30-09-11 22:00
51751,40440,257C-4EC8-98,4,873,1,1.374,0,5.496,58DEDF68-5204-4885-8655-202716D1B99A,29-06-13 22:00
47400,16948,F0B3-44C1-8F,6,824,1,141.615,0,849.69,36E5556A-15E1-43BC-9447-A310CA5D2FA9,30-07-12 22:00
43848,534,FB94-4C38-B1,2,771,1,2039.994,0,4079.988,58529A05-38F6-4780-A1AF-E7AD4E1F2627,30-06-11 22:00
67565,97653,NA,1,998,1,539.99,0,539.99,2D24CCF6-25AF-4B8D-BDBC-B838077752DF,02-03-14 23:00
70114,106414,NA,1,869,1,69.99,0,69.99,49DECC60-8AEB-49AD-8772-DBCFC6679711,06-04-14 22:00
73151,116595,NA,1,781,1,2319.99,0,2319.99,246F3270-B075-42DE-8741-3683900167FE,16-05-14 22:00
47708,19210,86B1-46A5-95,7,809,1,33.7745,0,236.4215,3744BE9D-360E-4A9A-8792-835276978FBA,29-08-12 22:00
46985,13781,1ACF-49F7-96,2,823,1,52.647,0,105.294,A967CF5D-0529-46FE-BA1F-4D05A19F95D7,29-06-12 22:00
71824,111630,BBB4-42D9-86,2,795,1,1466.01,0,2932.02,05291DDF-C018-427C-8D16-955583A72D77,30-04-14 22:00
50689,34214,20BC-4161-86,5,795,1,1308.9375,0,6544.6875,8CF6B98C-8869-48BE-B0E9-DF84C81D2860,29-04-13 22:00
52276,43889,NA,1,870,1,4.99,0,4.99,D950CB81-243F-4A8B-A35D-8FCB1695443A,06-07-13 22:00
46967,13357,6486-4AF8-A6,9,711,1,20.1865,0,181.6785,4A68871F-15AE-4A7E-A4F9-3977557B8DBA,29-06-12 22:00
46657,11885,CA71-4EDF-A1,5,707,8,16.8221,0.1,75.69945,DA123FED-A703-4DE4-94FB-67D1175AD8D4,29-05-12 22:00
64089,85796,NA,1,877,1,7.95,0,7.95,DA6266D2-895A-4438-ADC5-EDC351E9DB61,11-01-14 23:00
63134,81899,C153-4E91-9B,1,864,1,38.1,0,38.1,E2BA114C-4144-43C4-8466-D714A7296E68,30-12-13 23:00
61227,76552,9006-4208-8F,4,973,1,1020.594,0,4082.376,9267F3D3-14B5-4483-976D-BC7AB8BE3507,29-11-13 23:00
56284,58589,NA,1,932,1,24.99,0,24.99,2C20FA27-4957-4AD6-B23D-0D06B1E185E8,15-09-13 22:00
47720,19464,30D0-4EF0-B1,1,850,1,35.994,0,35.994,17960872-760E-4AD2-986A-C502D0E6CF39,29-08-12 22:00
51809,41531,F690-4F1D-B1,5,925,1,149.874,0,749.37,D64272AE-0AFB-4BB0-AF1F-92E72C7661AA,29-06-13 22:00
71819,111503,DBA3-430C-8B,2,988,16,112.998,0.4,135.5976,906B3D6C-14AC-424F-A7CA-D2CE292AAC51,30-04-14 22:00
58402,66224,NA,1,875,1,8.99,0,8.99,E3862FFA-855F-43C7-9789-CFD9351EE969,20-10-13 22:00
53551,49125,8593-405C-AB,2,948,1,63.9,0,127.8,07BE3977-6E1B-4A49-AD55-3B8C4E668083,30-07-13 22:00
46667,12119,D3CD-4A6E-94,7,729,1,202.332,0,1416.324,A1932499-1164-48B7-8030-486854276D3D,29-05-12 22:00
50203,31057,821E-4862-9A,2,712,1,5.1865,0,10.373,256DDD06-A8D5-48E6-AD1F-99E1397B6BC0,29-03-13 23:00
50748,35096,5FBE-4B52-B2,4,762,1,469.794,0,1879.176,1B7D65DF-69D4-42ED-B9B7-D5323A31DED6,29-04-13 22:00
52908,45429,NA,1,932,1,24.99,0,24.99,8D0DBD84-DFC1-43F4-B213-32F83010F9ED,19-07-13 22:00
