Invoice_ID,Product_ID,Total,cogs
210-74-9613,p_06,408.492,389.04
299-29-0180,p_03,383.523,365.26
247-11-2470,p_06,93.744,89.28
635-28-5728,p_01,176.4,168
756-49-0168,p_06,20.685,19.7
438-23-1242,p_02,557.718,531.16
238-45-6950,p_05,56.406,53.72
607-65-2441,p_01,860.475,819.5
386-27-7606,p_03,596.82,568.4
137-63-5492,p_02,616.98,587.6
197-77-7132,p_02,769.104,732.48
805-86-0265,p_03,887.922,845.64
733-29-1227,p_03,408.7335,389.27
451-73-2711,p_05,89.0715,84.83
373-14-0504,p_04,150.423,143.26
546-80-2899,p_03,79.149,75.38
345-68-9016,p_04,266.028,253.36
390-17-5806,p_05,40.341,38.42
457-13-1708,p_06,684.915,652.3
664-14-2882,p_03,55.2825,52.65
487-79-6868,p_03,116.1405,110.61
314-23-4520,p_01,597.0405,568.61
210-30-7976,p_06,93.744,89.28
585-86-8361,p_05,143.22,136.4
807-14-7833,p_02,182.91,174.2
775-72-1988,p_03,384.72,366.4
288-38-3758,p_06,267.3405,254.61
652-43-6591,p_06,817.236,778.32
785-96-0615,p_02,300.216,285.92
406-46-7107,p_03,608.076,579.12
250-17-5703,p_05,197.925,188.5
156-95-3964,p_05,232.638,221.56
842-40-8179,p_05,810.6,772
525-09-8450,p_02,757.365,721.3
410-67-1709,p_06,536.592,511.04
587-73-4862,p_01,56.1225,53.45
787-87-2010,p_01,233.1,222
593-14-4239,p_03,801.864,763.68
801-88-0346,p_06,239.589,228.18
388-76-2555,p_04,86.247,82.14
711-31-1234,p_02,401.688,382.56
886-54-6089,p_03,72.009,68.58
707-32-7409,p_04,401.268,382.16
759-98-4285,p_01,631.1445,601.09
201-63-8275,p_04,499.7265,475.93
471-06-8611,p_05,55.041,52.42
200-16-5952,p_05,137.865,131.3
120-54-2248,p_05,151.515,144.3
102-77-2261,p_01,480.0285,457.17
875-31-8302,p_04,98.049,93.38
102-06-2002,p_04,132.5625,126.25
457-94-0464,p_02,830.3715,790.83
629-42-4133,p_01,183.12,174.4
534-53-3526,p_04,397.992,379.04
307-04-2070,p_06,32.151,30.62
468-99-7231,p_03,369.684,352.08
516-77-6464,p_01,53.34,50.8
404-91-5964,p_02,548.163,522.06
886-77-9084,p_02,603.876,575.12
790-38-4466,p_01,57.6975,54.95
704-10-4056,p_01,190.4805,181.41
497-37-6538,p_04,432.9885,412.37
651-96-5970,p_06,48.7305,46.41
400-80-4065,p_01,287.91,274.2
744-16-7898,p_03,1022.385,973.7
263-12-5321,p_02,680.61,648.2
702-72-0487,p_02,97.881,93.22
605-83-1050,p_06,57.078,54.36
443-60-9639,p_03,63.9135,60.87
864-24-7918,p_04,257.145,244.9
359-94-5395,p_01,97.419,92.78
401-09-4232,p_03,455.1225,433.45
751-15-6198,p_04,144.963,138.06
324-41-6833,p_02,253.68,241.6
474-33-8305,p_06,495.3165,471.73
759-29-9521,p_06,462.672,440.64
831-81-6575,p_02,714.3255,680.31
220-68-6701,p_03,325.374,309.88
618-34-8551,p_04,195.678,186.36
257-60-7754,p_02,210.966,200.92
559-61-5987,p_01,18.6375,17.75
189-55-2313,p_06,652.89,621.8
565-91-4567,p_01,90.3,86
380-60-5336,p_02,422.73,402.6
815-04-6282,p_04,341.0925,324.85
674-56-6360,p_02,99.9075,95.15
778-34-2523,p_02,408.408,388.96
499-27-7781,p_05,446.964,425.68
477-59-2456,p_06,333.984,318.08
832-51-6761,p_05,284.592,271.04
869-11-3082,p_01,403.872,384.64
190-59-3964,p_05,247.59,235.8
366-43-6862,p_02,222.138,211.56
186-43-8965,p_03,100.128,95.36
784-21-9238,p_04,10.6785,10.17
276-75-6884,p_01,216.4365,206.13
109-86-4363,p_04,441.588,420.56
569-76-2760,p_04,92.442,88.04
222-42-0244,p_01,681.4395,648.99
760-53-9233,p_06,130.032,123.84
538-22-0304,p_02,681.975,649.5
416-17-9926,p_02,779.31,742.2
237-44-6163,p_02,88.704,84.48
636-17-0325,p_01,262.794,250.28
343-75-9322,p_04,99.54,94.8
528-14-9470,p_01,95.865,91.3
427-45-9297,p_03,299.3655,285.11
807-34-3742,p_06,54.999,52.38
288-62-1085,p_06,202.335,192.7
670-71-7306,p_04,281.169,267.78
660-29-7083,p_02,586.635,558.7
271-77-8740,p_04,184.086,175.32
497-36-0989,p_06,163.611,155.82
291-59-1384,p_02,63.315,60.3
860-73-6466,p_04,82.887,78.94
549-23-9016,p_05,31.227,29.74
896-34-0956,p_06,22.386,21.32
804-38-3935,p_02,295.407,281.34
585-90-0249,p_02,76.923,73.26
862-29-5914,p_04,23.499,22.38
845-94-6841,p_05,688.716,655.92
125-45-2293,p_06,624.33,594.6
843-73-4724,p_06,77.805,74.1
409-33-9708,p_06,206.808,196.96
658-66-3967,p_01,390.9465,372.33
866-70-2814,p_02,554.295,527.9
160-22-2687,p_01,503.7375,479.75
895-03-6665,p_06,345.0195,328.59
770-42-8960,p_05,177.408,168.96
748-45-2862,p_03,118.902,113.24
234-36-2483,p_01,362.817,345.54
316-66-3011,p_05,450.1035,428.67
848-95-6252,p_03,90.5835,86.27
840-76-5966,p_04,26.796,25.52
152-03-4217,p_03,106.596,101.52
533-66-5566,p_03,375.3645,357.49
124-31-1458,p_02,250.7085,238.77
176-78-1170,p_01,106.5015,101.43
361-59-0574,p_04,760.452,724.24
101-81-4070,p_01,131.922,125.64
631-34-1880,p_05,76.5765,72.93
852-82-2749,p_04,271.278,258.36
873-14-6353,p_05,182.427,173.74
584-66-4073,p_06,59.325,56.5
544-55-9589,p_02,225.015,214.3
166-19-2553,p_04,561.078,534.36
737-88-5876,p_03,97.818,93.16
154-87-7367,p_03,548.184,522.08
885-56-0389,p_06,54.9675,52.35
608-05-3804,p_02,41.7375,39.75
448-61-3783,p_02,756.168,720.16
761-49-0439,p_02,101.64,96.8
490-95-0021,p_05,348.705,332.1
115-38-7388,p_06,85.512,81.44
311-13-6971,p_04,335.895,319.9
291-55-6563,p_03,216.846,206.52
548-48-3156,p_05,175.014,166.68
460-93-5834,p_04,335.013,319.06
325-89-4209,p_05,92.295,87.9
884-80-6021,p_02,771.435,734.7
137-74-8729,p_06,102.396,97.52
880-46-5796,p_04,807.66,769.2
389-70-2397,p_01,439.215,418.3
114-35-5271,p_02,486.444,463.28
607-76-6216,p_06,485.5725,462.45
715-20-1673,p_02,148.995,141.9
811-35-1094,p_02,317.835,302.7
699-88-1972,p_01,832.944,793.28
781-84-8059,p_06,446.439,425.18
409-49-6995,p_05,297.801,283.62
725-54-0677,p_01,629.16,599.2
146-09-5432,p_05,331.128,315.36
377-79-7592,p_02,423.738,403.56
509-10-0516,p_03,193.074,183.88
595-94-9924,p_01,145.5825,138.65
865-41-9075,p_05,84.7455,80.71
545-07-8534,p_01,122.472,116.64
118-62-1812,p_03,329.196,313.52
450-42-3339,p_01,888.405,846.1
851-98-3555,p_01,435.12,414.4
186-71-5196,p_05,167.034,159.08
624-01-8356,p_03,514.605,490.1
313-66-9943,p_05,91.8225,87.45
151-27-8496,p_02,235.746,224.52
453-33-6436,p_03,782.208,744.96
522-57-8364,p_06,431.256,410.72
459-45-2396,p_05,313.74,298.8
717-96-4189,p_02,223.587,212.94
722-13-2115,p_04,44.9925,42.85
749-81-8133,p_06,397.614,378.68
777-67-2495,p_03,217.2555,206.91
636-98-3364,p_02,82.719,78.78
246-55-6923,p_03,338.2155,322.11
181-82-6255,p_03,103.131,98.22
838-02-1821,p_03,26.733,25.46
887-42-0517,p_04,611.079,581.98
457-12-0244,p_04,221.886,211.32
226-34-0034,p_02,57.876,55.12
321-49-7382,p_04,92.7255,88.31
397-25-8725,p_01,374.409,356.58
431-66-2305,p_02,833.9625,794.25
825-94-5922,p_04,53.151,50.62
641-62-7288,p_03,629.496,599.52
756-93-1854,p_06,175.035,166.7
243-55-8457,p_05,781.62,744.4
458-10-8612,p_01,470.988,448.56
501-61-1753,p_03,397.845,378.9
235-06-8510,p_03,270.018,257.16
433-08-7822,p_01,579.8415,552.23
361-85-2571,p_04,469.77,447.4
131-70-8179,p_01,290.0835,276.27
500-02-2261,p_05,360.927,343.74
720-72-2436,p_05,279.384,266.08
702-83-5291,p_06,943.299,898.38
809-69-9497,p_03,479.64,456.8
449-16-6770,p_01,266.6475,253.95
333-23-2632,p_01,74.088,70.56
489-82-1237,p_02,690.018,657.16
859-97-6048,p_02,176.925,168.5
676-10-2200,p_06,56.469,53.78
373-88-1424,p_03,188.0025,179.05
365-16-4334,p_05,222.012,211.44
503-21-4385,p_01,125.7165,119.73
305-89-2768,p_03,68.985,65.7
574-80-1489,p_05,263.97,251.4
784-08-0310,p_05,88.368,84.16
200-40-6154,p_03,415.233,395.46
846-10-0341,p_06,312.8895,297.99
577-34-7579,p_05,477.1305,454.41
430-02-3888,p_02,289.926,276.12
867-47-1948,p_03,165.9,158
384-59-6655,p_05,932.337,887.94
256-58-3609,p_06,96.579,91.98
324-92-3863,p_02,43.869,41.78
593-08-5916,p_06,16.275,15.5
364-34-2972,p_02,304.983,290.46
794-42-3736,p_05,69.993,66.66
172-42-8274,p_02,80.367,76.54
558-60-5016,p_03,314.685,299.7
195-06-0432,p_03,255.1815,243.03
605-03-2706,p_01,49.77,47.4
214-30-2776,p_02,181.0725,172.45
746-04-1077,p_05,888.615,846.3
448-34-8700,p_03,271.2885,258.37
452-04-8808,p_02,640.038,609.56
531-56-4728,p_03,252.252,240.24
744-82-9138,p_06,180.873,172.26
883-69-1285,p_06,104.832,99.84
221-25-5073,p_05,313.572,298.64
518-71-6847,p_05,167.58,159.6
156-20-0370,p_02,26.7225,25.45
151-33-7434,p_05,71.1585,67.77
728-47-9078,p_05,250.278,238.36
809-46-1866,p_01,244.23,232.6
139-32-4183,p_04,921.186,877.32
148-41-7930,p_01,734.706,699.72
189-40-5216,p_02,708.3195,674.59
374-38-5555,p_06,334.4775,318.55
764-44-8999,p_01,30.996,29.52
552-44-5977,p_01,520.8,496
267-62-7380,p_02,864.57,823.4
430-53-4718,p_01,633.108,602.96
886-18-2897,p_05,296.94,282.8
602-16-6955,p_04,804.3,766
745-74-0715,p_02,121.863,116.06
690-01-6631,p_06,183.645,174.9
652-49-6720,p_02,63.9975,60.95
233-67-5758,p_01,42.3675,40.35
303-96-2227,p_03,1022.49,973.8
727-02-1313,p_05,33.432,31.84
347-56-2442,p_03,69.111,65.82
849-09-3807,p_06,649.299,618.38
