SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate
70081,8,05-04-14,18-04-14,13-04-14,5,1,SO70081,NA,10-4030-021615,21615,NA,4,28714,28714,1,16263,1141258Vi84096,NA,1155.48,92.4384,28.887,1276.8054,NA,838E29E2-324A-4DEC-9002-6A90247CD54D,12-04-14 22:00
50325,8,29-03-13,11-04-13,06-04-13,5,1,SO50325,NA,10-4030-027291,27291,NA,1,25098,25098,1,18146,431079Vi94093,NA,2071.4196,165.7136,51.7855,2288.9187,NA,589BA191-2E1A-4019-AB20-309A1DF0A5B2,05-04-13 22:00
69085,8,25-03-14,07-04-14,02-04-14,5,1,SO69085,NA,10-4030-027907,27907,NA,10,27818,27818,1,752,1242564Vi3850,11705,578.46,46.2768,14.4615,639.1983,NA,6AF99304-6C10-44E7-AA1B-E01BD396546C,01-04-14 22:00
55638,8,03-09-13,16-09-13,11-09-13,5,1,SO55638,NA,10-4030-023498,23498,NA,6,26669,26669,1,13526,925768Vi70087,9469,4.99,0.3992,0.1248,5.514,NA,BFB27E93-1039-4CA8-BA43-79215E75FAAF,10-09-13 22:00
44644,8,12-10-11,25-10-11,20-10-11,5,1,SO44644,NA,10-4030-012279,12279,NA,7,23617,23617,1,10618,230965Vi54749,1763,3578.27,286.2616,89.4568,3953.9884,NA,0CC667BF-8CDD-48AF-9E2D-E5FF4385FBC1,19-10-11 22:00
70978,8,18-04-14,01-05-14,26-04-14,5,1,SO70978,NA,10-4030-014363,14363,NA,6,11754,11754,1,19234,129602Vi99973,11966,138.48,11.0784,3.462,153.0204,NA,1B470EF0-9137-44CF-BCDF-F68FD8C21D33,25-04-14 22:00
66944,8,23-02-14,08-03-14,03-03-14,5,1,SO66944,NA,10-4030-013820,13820,NA,10,23820,23820,1,8173,316542Vi42358,11375,2329.99,186.3992,58.2498,2574.639,NA,6F30E8AA-6E90-42DF-9408-8F63CCCBC426,02-03-14 23:00
47516,8,08-08-12,21-08-12,16-08-12,5,1,SO47516,NA,10-4030-026309,26309,NA,4,22404,22404,1,8179,433420Vi42392,NA,2049.0982,163.9279,51.2275,2264.2536,NA,64C17C6D-FE14-470C-BB58-DA9A2FC55026,15-08-12 22:00
46442,8,06-05-12,19-05-12,14-05-12,5,1,SO46442,NA,10-4030-014997,14997,NA,8,23703,23703,1,315,935125Vi1603,NA,3578.27,286.2616,89.4568,3953.9884,NA,A1EFD703-868E-4699-B0F2-E5C3714E5831,13-05-12 22:00
49473,8,27-01-13,09-02-13,04-02-13,5,0,SO49473,PO2813142084,10-4020-000090,29707,277,5,764,764,5,7597,26849Vi39355,NA,13841.621,1311.9369,409.9803,15563.5382,NA,57AD7A2A-E7A6-46CD-8727-BD110F9FBCDF,03-02-13 23:00
64780,8,21-01-14,03-02-14,29-01-14,5,1,SO64780,NA,10-4030-026111,26111,NA,4,21690,21690,1,3421,1240738Vi18017,NA,2419.06,193.5248,60.4765,2673.0613,NA,87EDB22F-0715-4B73-886F-78DC136844B3,28-01-14 23:00
74946,8,24-06-14,07-07-14,02-07-14,5,1,SO74946,NA,10-4030-027480,27480,NA,4,18819,18819,1,18438,222143Vi95780,NA,118.96,9.5168,2.974,131.4508,NA,23357D24-F487-429A-81EA-9903C4F1A2EC,01-07-14 22:00
65104,8,27-01-14,09-02-14,04-02-14,5,1,SO65104,NA,10-4030-011283,11283,NA,4,19475,19475,1,16956,921135Vi87943,NA,2.29,0.1832,0.0573,2.5305,NA,A01ADD4C-7F96-4BBD-B6E7-9BF207223A9E,03-02-14 23:00
52363,8,08-07-13,21-07-13,16-07-13,5,1,SO52363,NA,10-4030-022289,22289,NA,4,14729,14729,1,14239,441490Vi73830,NA,561.48,44.9184,14.037,620.4354,NA,174C0998-7307-473F-804F-06B1F8644825,15-07-13 22:00
66241,8,11-02-14,24-02-14,19-02-14,5,1,SO66241,NA,10-4030-016066,16066,NA,4,23604,23604,1,11835,936102Vi61161,NA,611.94,48.9552,15.2985,676.1937,NA,7B2DD1DB-DB9A-4A0C-90D4-11B177FA967C,18-02-14 23:00
44473,8,28-09-11,11-10-11,06-10-11,5,1,SO44473,NA,10-4030-028255,28255,NA,1,26353,26353,1,11028,931834Vi56885,NA,3578.27,286.2616,89.4568,3953.9884,NA,F5A0E528-A037-45AA-91D4-077B4493841D,05-10-11 22:00
49727,8,14-02-13,27-02-13,22-02-13,5,1,SO49727,NA,10-4030-026774,26774,NA,9,16737,16737,1,4913,135979Vi25788,7256,782.99,62.6392,19.5748,865.204,NA,4FC5DA44-6E55-47EC-A447-7A977A3DE612,21-02-13 23:00
72712,8,10-05-14,23-05-14,18-05-14,5,1,SO72712,NA,10-4030-028131,28131,NA,4,27306,27306,1,11919,440149Vi61580,NA,2433.04,194.6432,60.826,2688.5092,NA,64AFAE13-BA54-4500-9BC4-178A8DA13CF4,17-05-14 22:00
44911,8,13-11-11,26-11-11,21-11-11,5,1,SO44911,NA,10-4030-025976,25976,NA,4,15071,15071,1,5157,1033297Vi26974,NA,3374.99,269.9992,84.3748,3729.364,NA,A753EF9B-36E1-4B18-855A-EBCAC3484E91,20-11-11 23:00
54236,8,10-08-13,23-08-13,18-08-13,5,1,SO54236,NA,10-4030-014127,14127,NA,9,21424,21424,1,10409,738463Vi53699,9203,1760.47,140.8376,44.0118,1945.3194,NA,A0D19940-DE94-4F17-B02A-F46FB7C2B6C0,17-08-13 22:00
72487,8,07-05-14,20-05-14,15-05-14,5,1,SO72487,NA,10-4030-022857,22857,NA,9,16036,16036,1,8902,938524Vi45878,12173,2443.35,195.468,61.0838,2699.9018,NA,5FD4C68E-68FD-431D-908A-D852AD96FD4A,14-05-14 22:00
63440,8,01-01-14,14-01-14,09-01-14,5,1,SO63440,NA,10-4030-019629,19629,NA,9,22989,22989,1,1969,1119222Vi10269,10787,48.97,3.9176,1.2243,54.1119,NA,A36CD942-BB38-4E5C-8E1B-07557C0C2951,08-01-14 23:00
68944,8,23-03-14,05-04-14,31-03-14,5,1,SO68944,NA,10-4030-018430,18430,NA,1,28482,28482,1,7809,1141993Vi40462,NA,1775.47,142.0376,44.3868,1961.8944,NA,FC9A474E-2162-41A1-AEBB-E92E5E89B621,30-03-14 22:00
60602,8,20-11-13,03-12-13,28-11-13,5,1,SO60602,NA,10-4030-013352,13352,NA,4,28004,28004,1,13268,1130368Vi68809,NA,56.97,4.5576,1.4243,62.9519,NA,7A0374F9-7272-4040-AB41-295F80679696,27-11-13 23:00
60702,8,22-11-13,05-12-13,30-11-13,5,1,SO60702,NA,10-4030-017094,17094,NA,10,16045,16045,1,6629,819911Vi34510,10352,819.48,65.5584,20.487,905.5254,NA,B74F2DE3-7607-4331-8E3D-65F0DD35BAC8,29-11-13 23:00
62990,8,27-12-13,09-01-14,04-01-14,5,1,SO62990,NA,10-4030-023435,23435,NA,9,13982,13982,1,17564,338158Vi91217,10732,1735.98,138.8784,43.3995,1918.2579,NA,05F7214F-3422-4B3B-9B3D-032EA63F26E7,03-01-14 23:00
60512,8,18-11-13,01-12-13,26-11-13,5,1,SO60512,NA,10-4030-021323,21323,NA,1,26290,26290,1,738,741392Vi3784,NA,1120.49,89.6392,28.0123,1238.1415,NA,65EAFC68-9BA0-4C0F-8BF6-7658C1942757,25-11-13 23:00
47858,8,16-09-12,29-09-12,24-09-12,5,1,SO47858,NA,10-4030-019302,19302,NA,10,18429,18429,1,7904,131284Vi40925,5600,1000.4375,80.035,25.0109,1105.4834,NA,B32B3004-B350-4451-90AD-62AB91181F6A,23-09-12 22:00
57739,8,08-10-13,21-10-13,16-10-13,5,1,SO57739,NA,10-4030-019786,19786,NA,9,22820,22820,1,17232,1239391Vi89438,9852,2443.35,195.468,61.0838,2699.9018,NA,5DB9A172-5CE3-4377-B9EF-5CA8E5955555,15-10-13 22:00
50914,8,12-05-13,25-05-13,20-05-13,5,1,SO50914,NA,10-4030-027484,27484,NA,9,11517,11517,1,1060,635248Vi5291,8213,782.99,62.6392,19.5748,865.204,NA,EF8EA26A-9B34-4A25-91FE-289B2F86E9FD,19-05-13 22:00
47204,8,15-07-12,28-07-12,23-07-12,5,1,SO47204,NA,10-4030-025371,25371,NA,6,24064,24064,1,9052,933090Vi46735,4904,2181.5625,174.525,54.5391,2410.6266,NA,033A7333-B243-4BE5-90C7-B1005BA360B2,22-07-12 22:00
59957,8,10-11-13,23-11-13,18-11-13,5,1,SO59957,NA,10-4030-013438,13438,NA,1,29434,29434,1,NA,NA,NA,2319.99,185.5992,57.9998,2563.589,NA,6B71AB41-8D3C-4F61-8C88-9D6A47FC9661,17-11-13 23:00
64593,8,18-01-14,31-01-14,26-01-14,5,1,SO64593,NA,10-4030-020427,20427,NA,9,25904,25904,1,10160,1238120Vi52393,10974,1735.98,138.8784,43.3995,1918.2579,NA,243EB50D-7677-48DF-8E3D-DCED1E0679D6,25-01-14 23:00
56491,8,19-09-13,02-10-13,27-09-13,5,1,SO56491,NA,10-4030-019574,19574,NA,9,18085,18085,1,1603,517467Vi8219,9643,60.47,4.8376,1.5118,66.8194,NA,FC919442-028A-437A-9920-5C1049B02A27,26-09-13 22:00
51817,8,29-06-13,12-07-13,07-07-13,5,0,SO51817,PO8149119969,10-4020-000615,29845,288,8,748,748,5,12299,67640Vi63597,8745,1822.908,175.9509,54.9847,2053.8436,NA,ADB9564D-C30F-4D09-AF24-F45B25139007,06-07-13 22:00
44415,8,16-09-11,29-09-11,24-09-11,5,1,SO44415,NA,10-4030-028355,28355,NA,4,23658,23658,1,9343,532661Vi48154,NA,3578.27,286.2616,89.4568,3953.9884,NA,73AF9358-CD83-4B41-80E2-ED8021BD3CB1,23-09-11 22:00
73009,8,14-05-14,27-05-14,22-05-14,5,1,SO73009,NA,10-4030-025693,25693,NA,7,27945,27945,1,9917,237619Vi51020,NA,1236.78,98.9424,30.9195,1366.6419,NA,F1231D9D-D11D-4C15-A703-C31F6E2D390C,21-05-14 22:00
55684,8,04-09-13,17-09-13,12-09-13,5,1,SO55684,NA,10-4030-025136,25136,NA,9,20316,20316,1,1773,117834Vi9146,9478,39.98,3.1984,0.9995,44.1779,NA,F6C84A6C-4BC2-4D74-B6A4-297CF2681598,11-09-13 22:00
49402,8,22-01-13,04-02-13,30-01-13,5,1,SO49402,NA,10-4030-012302,12302,NA,8,14829,14829,1,4814,332153Vi25263,NA,2071.4196,165.7136,51.7855,2288.9187,NA,31FC50E4-7D5A-40B5-87AB-83C4966F7C48,29-01-13 23:00
60990,8,26-11-13,09-12-13,04-12-13,5,1,SO60990,NA,10-4030-017776,17776,NA,10,27735,27735,1,6344,126650Vi32940,10396,64.97,5.1976,1.6243,71.7919,NA,3934BB95-1122-4531-8511-AB8F4AA85621,03-12-13 23:00
47665,8,29-08-12,11-09-12,06-09-12,5,0,SO47665,PO16443143341,10-4020-000398,29599,283,1,877,877,5,4052,95559Vi21320,NA,40.373,3.2298,1.0093,44.6121,NA,746F4DB2-275D-4C7E-9F25-329B102CEC70,05-09-12 22:00
51074,8,28-05-13,10-06-13,05-06-13,5,1,SO51074,NA,10-4030-013407,13407,NA,10,28726,28726,1,6464,1131150Vi33538,8394,2049.0982,163.9279,51.2275,2264.2536,NA,B27625F6-87A2-4762-8574-187D02F95266,04-06-13 22:00
53444,8,29-07-13,11-08-13,06-08-13,5,1,SO53444,NA,10-4030-026322,26322,NA,1,15668,15668,1,12969,1039644Vi67098,NA,840.84,67.2672,21.021,929.1282,NA,5349AD9B-1B36-44FF-B5DF-D283FCDD3BB7,05-08-13 22:00
68628,8,19-03-14,01-04-14,27-03-14,5,1,SO68628,NA,10-4030-017985,17985,NA,8,12470,12470,1,1788,919560Vi9237,NA,2319.99,185.5992,57.9998,2563.589,NA,9D61CF58-B249-4878-A3BD-C03D0953F852,26-03-14 23:00
56197,8,13-09-13,26-09-13,21-09-13,5,1,SO56197,NA,10-4030-011277,11277,NA,6,13890,13890,1,2233,621358Vi11678,9579,15.23,1.2184,0.3808,16.8292,NA,214D9680-EE58-4606-A944-196B42A7E814,20-09-13 22:00
53431,8,29-07-13,11-08-13,06-08-13,5,1,SO53431,NA,10-4030-019348,19348,NA,10,18699,18699,1,8169,528121Vi42321,9076,21.49,1.7192,0.5373,23.7465,NA,C6695366-B023-4F01-BCCA-2AE2CEF9098A,05-08-13 22:00
71531,8,26-04-14,09-05-14,04-05-14,5,1,SO71531,NA,10-4030-026883,26883,NA,7,17810,17810,1,17177,128545Vi89141,NA,68.97,5.5176,1.7243,76.2119,NA,C885311E-E36B-4FF4-B84D-E575CB62DD30,03-05-14 22:00
61402,8,01-12-13,14-12-13,09-12-13,5,1,SO61402,NA,10-4030-014254,14254,NA,4,19506,19506,1,9718,825966Vi50093,NA,81.46,6.5168,2.0365,90.0133,NA,5236FA1E-3E4D-486A-807C-D5167203DBF4,08-12-13 23:00
57536,8,05-10-13,18-10-13,13-10-13,5,1,SO57536,NA,10-4030-011074,11074,NA,9,16960,16960,1,16071,617044Vi83097,9819,35.23,2.8184,0.8808,38.9292,NA,9F11C989-237E-47DE-82A0-1A827F0B8A37,12-10-13 22:00
73631,8,22-05-14,04-06-14,30-05-14,5,1,SO73631,NA,10-4030-028751,28751,NA,7,20084,20084,1,2486,642290Vi12956,NA,1169.46,93.5568,29.2365,1292.2533,NA,58FA4946-4D40-4530-B649-6935B0A1F820,29-05-14 22:00
59772,8,08-11-13,21-11-13,16-11-13,5,1,SO59772,NA,10-4030-024687,24687,NA,1,16212,16212,1,7241,322253Vi37566,NA,91.58,7.3264,2.2895,101.1959,NA,2EBAD5C4-D856-4DD1-885C-CE0B71C83E73,15-11-13 23:00
74721,8,17-06-14,30-06-14,25-06-14,5,1,SO74721,NA,10-4030-015437,15437,NA,9,24488,24488,1,13562,217333Vi70284,NA,34.98,2.7984,0.8745,38.6529,NA,DFAC9C01-4A6E-4130-84B4-8AD6B5BB3836,24-06-14 22:00
72490,8,07-05-14,20-05-14,15-05-14,5,1,SO72490,NA,10-4030-026571,26571,NA,9,20363,20363,1,16359,939114Vi84600,12173,1155.48,92.4384,28.887,1276.8054,NA,38BA65D0-C940-486E-8BDA-EA09A26A5A92,14-05-14 22:00
65814,8,05-02-14,18-02-14,13-02-14,5,1,SO65814,NA,10-4030-013004,13004,NA,9,27226,27226,1,17800,318778Vi92384,11172,6.28,0.5024,0.157,6.9394,NA,76C62FF1-2A18-4267-B085-1FDB855D54B8,12-02-14 23:00
62927,8,26-12-13,08-01-14,03-01-14,5,1,SO62927,NA,10-4030-014183,14183,NA,10,22317,22317,1,18781,137996Vi97589,10726,2393.06,191.4448,59.8265,2644.3313,NA,2D982B6B-5ADA-485B-9442-7767C2B3CE87,02-01-14 23:00
68707,8,20-03-14,02-04-14,28-03-14,5,1,SO68707,NA,10-4030-015401,15401,NA,4,28869,28869,1,17098,1025531Vi88808,NA,39.98,3.1984,0.9995,44.1779,NA,7ED0A3A4-509E-4062-86F6-468BDF4AF755,27-03-14 23:00
58978,8,29-10-13,11-11-13,06-11-13,5,0,SO58978,PO18531185017,10-4020-000613,30037,278,6,545,545,5,6546,127375Vi34018,10085,7449.3398,711.2759,222.2737,8382.8894,NA,5C59D101-A10C-4A53-9296-40051B626F36,05-11-13 23:00
45140,8,11-12-11,24-12-11,19-12-11,5,1,SO45140,NA,10-4030-012485,12485,NA,7,28080,28080,1,13603,431775Vi70511,NA,3578.27,286.2616,89.4568,3953.9884,NA,D7A7F3FB-E71E-4707-83B6-9B56D4C3BC23,18-12-11 23:00
46152,8,03-04-12,16-04-12,11-04-12,5,1,SO46152,NA,10-4030-020424,20424,NA,9,19163,19163,1,620,634178Vi3171,3769,3578.27,286.2616,89.4568,3953.9884,NA,B3E87F7A-E5A3-42F9-B44A-FBCA43E1C9EF,10-04-12 22:00
69710,8,31-03-14,13-04-14,08-04-14,5,1,SO69710,NA,10-4030-015719,15719,NA,9,21461,21461,1,7444,1139740Vi38616,11766,2380.47,190.4376,59.5118,2630.4194,NA,5D816B4C-5A68-4797-9B8C-18F8555C1E6E,07-04-14 22:00
44242,8,22-08-11,04-09-11,30-08-11,5,1,SO44242,NA,10-4030-028163,28163,NA,1,28872,28872,1,12583,1231799Vi65106,NA,3578.27,286.2616,89.4568,3953.9884,NA,CF974FFB-5EBE-48DF-BCA2-74AE9FCA9101,29-08-11 22:00
52738,8,16-07-13,29-07-13,24-07-13,5,1,SO52738,NA,10-4030-023069,23069,NA,4,12671,12671,1,10095,522765Vi52031,NA,69.97,5.5976,1.7493,77.3169,NA,B61E714D-A8EA-4C18-B7B5-8BE84BAFBDD7,23-07-13 22:00
72227,8,04-05-14,17-05-14,12-05-14,5,1,SO72227,NA,10-4030-027177,27177,NA,10,25039,25039,1,18461,128441Vi95868,12145,28.48,2.2784,0.712,31.4704,NA,CDF45A8F-7D78-4A44-8266-0F8D22AA4084,11-05-14 22:00
54385,8,13-08-13,26-08-13,21-08-13,5,1,SO54385,NA,10-4030-013982,13982,NA,9,16390,16390,1,3520,718565Vi18517,9236,34.99,2.7992,0.8748,38.664,NA,6CF629B1-7FDB-41DC-A6A7-47042170CE2E,20-08-13 22:00
73681,8,23-05-14,05-06-14,31-05-14,5,1,SO73681,NA,10-4030-013095,13095,NA,6,14200,14200,1,6202,429336Vi32218,12351,74.98,5.9984,1.8745,82.8529,NA,820D6030-4288-418A-A907-F6A0F9DCD90F,30-05-14 22:00
51233,8,01-06-13,14-06-13,09-06-13,5,1,SO51233,NA,10-4030-018467,18467,NA,9,19291,19291,1,9547,138492Vi49197,8433,1700.99,136.0792,42.5248,1879.594,NA,FC497D42-6853-4102-8194-468941703E6D,08-06-13 22:00
61965,8,10-12-13,23-12-13,18-12-13,5,1,SO61965,NA,10-4030-020682,20682,NA,4,27412,27412,1,17101,341719Vi88814,NA,1735.98,138.8784,43.3995,1918.2579,NA,C667D086-15F4-4025-B49C-A3C69A237528,17-12-13 23:00
57643,8,07-10-13,20-10-13,15-10-13,5,1,SO57643,NA,10-4030-011223,11223,NA,6,12222,12222,1,9387,922103Vi48369,9843,28.99,2.3192,0.7248,32.034,NA,09E88BF1-CFDB-4C57-89E9-69D5565A764A,14-10-13 22:00
63707,8,05-01-14,18-01-14,13-01-14,5,1,SO63707,NA,10-4030-026522,26522,NA,1,26856,26856,1,1645,1222337Vi8457,NA,24.99,1.9992,0.6248,27.614,NA,22964427-5734-4A5B-9FC0-525AF4D4AE53,12-01-14 23:00
59057,8,29-10-13,11-11-13,06-11-13,5,0,SO59057,PO7018154607,10-4020-000695,29635,275,3,634,634,5,2270,118393Vi11861,NA,2294.298,210.2511,65.7035,2570.2526,NA,928D2111-DB43-4D34-A3E4-FC1456B1CA40,05-11-13 23:00
71271,8,22-04-14,05-05-14,30-04-14,5,1,SO71271,NA,10-4030-028038,28038,NA,4,28267,28267,1,18586,640522Vi96608,NA,2407.04,192.5632,60.176,2659.7792,NA,111530FD-C11B-4524-832E-4DE935261A38,29-04-14 22:00
60049,8,12-11-13,25-11-13,20-11-13,5,1,SO60049,NA,10-4030-013048,13048,NA,9,21856,21856,1,18105,216972Vi93899,10237,27.28,2.1824,0.682,30.1444,NA,CC1790DB-3814-4F0D-A559-586133BED200,19-11-13 23:00
67008,8,23-02-14,08-03-14,03-03-14,5,1,SO67008,NA,10-4030-023185,23185,NA,4,12937,12937,1,15408,841121Vi79594,NA,638.95,51.116,15.9738,706.0398,NA,CA9BA8CA-6083-4705-93D2-887FF217015C,02-03-14 23:00
56856,8,26-09-13,09-10-13,04-10-13,5,1,SO56856,NA,10-4030-016185,16185,NA,9,18362,18362,1,3249,818275Vi17099,9720,3.99,0.3192,0.0998,4.409,NA,A1702B01-9458-4FDC-A440-CA5EE71AA687,03-10-13 22:00
47911,8,21-09-12,04-10-12,29-09-12,5,1,SO47911,NA,10-4030-013077,13077,NA,9,21634,21634,1,16935,435772Vi87784,5650,2049.0982,163.9279,51.2275,2264.2536,NA,E992EBDF-7880-4F46-9DDF-B7D39C4E2C77,28-09-12 22:00
64744,8,21-01-14,03-02-14,29-01-14,5,1,SO64744,NA,10-4030-011502,11502,NA,6,23501,23501,1,11523,522168Vi59477,11009,29.98,2.3984,0.7495,33.1279,NA,87CC7DF5-158C-4996-B657-7E7C6E64C53A,28-01-14 23:00
60312,8,15-11-13,28-11-13,23-11-13,5,1,SO60312,NA,10-4030-023923,23923,NA,10,21567,21567,1,15550,1042167Vi80340,10275,1174.48,93.9584,29.362,1297.8004,NA,1037763F-538D-47E4-8C42-4A5816F20D14,22-11-13 23:00
64737,8,21-01-14,03-02-14,29-01-14,5,1,SO64737,NA,10-4030-011019,11019,NA,6,14167,14167,1,10087,120652Vi51988,11009,2.29,0.1832,0.0573,2.5305,NA,C3C438EB-D20E-42DE-8824-1656570FC24A,28-01-14 23:00
72289,8,05-05-14,18-05-14,13-05-14,5,1,SO72289,NA,10-4030-029245,29245,NA,4,25066,25066,1,11359,120973Vi58571,NA,27.28,2.1824,0.682,30.1444,NA,7801888F-5B32-4E7B-A662-9DE6E0EB30F2,12-05-14 22:00
63223,8,30-12-13,12-01-14,07-01-14,5,0,SO63223,PO13427118669,10-4020-000638,30103,290,7,710,710,5,336,97251Vi1671,NA,39913.8518,3811.584,1191.12,44916.5558,NA,7F241562-FBCE-4E84-8716-D23B9BE728BC,06-01-14 23:00
63779,8,06-01-14,19-01-14,14-01-14,5,1,SO63779,NA,10-4030-019720,19720,NA,1,18698,18698,1,1114,424043Vi5592,NA,78.98,6.3184,1.9745,87.2729,NA,2FB25F2B-A77D-4F62-8D3D-3D8E16294865,13-01-14 23:00
69082,8,25-03-14,07-04-14,02-04-14,5,1,SO69082,NA,10-4030-017558,17558,NA,6,13723,13723,1,4761,341979Vi24998,11702,1750.47,140.0376,43.7618,1934.2694,NA,11FEFEAD-8700-4592-88BD-C3DB1A1BBDF7,01-04-14 22:00
44302,8,30-08-11,12-09-11,07-09-11,5,0,SO44302,PO9947118701,10-4020-000603,29849,279,5,977,977,5,1402,96455Vi7192,NA,2146.962,206.1084,64.4089,2417.4793,NA,F28C39A5-3C82-4670-A120-A8523BA25AF6,06-09-11 22:00
45428,8,12-01-12,25-01-12,20-01-12,5,1,SO45428,NA,10-4030-011414,11414,NA,10,23819,23819,1,18510,531663Vi96193,2872,3399.99,271.9992,84.9998,3756.989,NA,5506D4CF-154F-4CD0-95D0-FB5B07E7C980,19-01-12 23:00
68177,8,12-03-14,25-03-14,20-03-14,5,1,SO68177,NA,10-4030-020414,20414,NA,4,12022,12022,1,275,1224249Vi1421,NA,78.48,6.2784,1.962,86.7204,NA,57985404-89A1-4471-8F7B-314CD12CAF54,19-03-14 23:00
51201,8,30-05-13,12-06-13,07-06-13,5,1,SO51201,NA,10-4030-027820,27820,NA,10,29170,29170,1,NA,NA,8416,2419.06,193.5248,60.4765,2673.0613,NA,CF948FD3-7B0A-4113-B2F3-30FB3914301B,06-06-13 22:00
50643,8,28-04-13,11-05-13,06-05-13,5,1,SO50643,NA,10-4030-027427,27427,NA,4,26061,26061,1,16803,1131093Vi87021,NA,2071.4196,165.7136,51.7855,2288.9187,NA,7A01A3DB-473D-4A18-B3C0-709EE06D8858,05-05-13 22:00
74715,8,16-06-14,29-06-14,24-06-14,5,1,SO74715,NA,10-4030-012087,12087,NA,4,24568,24568,1,8924,229567Vi46002,NA,42.28,3.3824,1.057,46.7194,NA,49A527F8-BE68-4AB6-9C28-971A0AE208C3,23-06-14 22:00
70152,8,06-04-14,19-04-14,14-04-14,5,1,SO70152,NA,10-4030-016158,16158,NA,9,27635,27635,1,18554,1139735Vi96442,11832,2319.99,185.5992,57.9998,2563.589,NA,E0BBAD5D-95A6-4A1E-A964-0CD1571C4AC3,13-04-14 22:00
58869,8,28-10-13,10-11-13,05-11-13,5,1,SO58869,NA,10-4030-028447,28447,NA,7,13522,13522,1,18431,1026704Vi95751,NA,69.99,5.5992,1.7498,77.339,NA,24B37FB1-F031-4EDF-9608-45E7E58F92A7,04-11-13 23:00
61541,8,04-12-13,17-12-13,12-12-13,5,1,SO61541,NA,10-4030-026164,26164,NA,9,23304,23304,1,13638,218193Vi70686,10479,69.99,5.5992,1.7498,77.339,NA,23C69CCD-5B05-4998-AC8B-073E40F191B5,11-12-13 23:00
63008,8,28-12-13,10-01-14,05-01-14,5,1,SO63008,NA,10-4030-014019,14019,NA,9,27657,27657,1,3817,1217183Vi20089,10743,24.99,1.9992,0.6248,27.614,NA,CDA8F427-18C9-4D94-83E3-50CFAAC7AAD0,04-01-14 23:00
64177,8,12-01-14,25-01-14,20-01-14,5,1,SO64177,NA,10-4030-012009,12009,NA,9,16307,16307,1,9344,143543Vi48160,10908,2419.06,193.5248,60.4765,2673.0613,NA,BFFAB1DA-2B26-49EB-9919-CF690536780D,19-01-14 23:00
71697,8,29-04-14,12-05-14,07-05-14,5,1,SO71697,NA,10-4030-017316,17316,NA,9,15957,15957,1,8204,817073Vi42529,12085,37.97,3.0376,0.9493,41.9569,NA,100BC925-D92B-45E5-89C4-253A83DF0783,06-05-14 22:00
62331,8,16-12-13,29-12-13,24-12-13,5,1,SO62331,NA,10-4030-014442,14442,NA,4,17254,17254,1,8461,137531Vi43778,NA,2369.97,189.5976,59.2493,2618.8169,NA,095D28DC-ACCE-4C3A-A326-2A482206C583,23-12-13 23:00
64721,8,20-01-14,02-02-14,28-01-14,5,1,SO64721,NA,10-4030-013959,13959,NA,9,18766,18766,1,8405,1139896Vi43534,10996,2362.27,188.9816,59.0568,2610.3084,NA,D90A845B-361A-406F-95E7-1C61C57CB768,27-01-14 23:00
67535,8,02-03-14,15-03-14,10-03-14,5,1,SO67535,NA,10-4030-019478,19478,NA,10,17699,17699,1,273,128491Vi1415,11452,23.78,1.9024,0.5945,26.2769,NA,0E3E2C07-1A09-48F5-B0D2-3EA5153ADF10,09-03-14 23:00
56469,8,18-09-13,01-10-13,26-09-13,5,1,SO56469,NA,10-4030-013309,13309,NA,4,17114,17114,1,2526,1029965Vi13179,NA,21.98,1.7584,0.5495,24.2879,NA,C5FBB259-328C-42B6-AA2D-3889CE32D2DC,25-09-13 22:00
53231,8,25-07-13,07-08-13,02-08-13,5,1,SO53231,NA,10-4030-012878,12878,NA,4,17967,17967,1,10543,1130004Vi54327,NA,46.47,3.7176,1.1618,51.3494,NA,E33BACA8-3CC5-4B26-9368-395FB8231C2A,01-08-13 22:00
63625,8,04-01-14,17-01-14,12-01-14,5,1,SO63625,NA,10-4030-024591,24591,NA,9,29358,29358,1,NA,NA,10820,58.98,4.7184,1.4745,65.1729,NA,2D8D7E8D-0964-4446-B569-64568C871E99,11-01-14 23:00
70901,8,17-04-14,30-04-14,25-04-14,5,1,SO70901,NA,10-4030-022453,22453,NA,8,22023,22023,1,18106,627486Vi93905,NA,39.98,3.1984,0.9995,44.1779,NA,5A092909-D40B-4FD6-8B9D-7C32D81C6FF0,24-04-14 22:00
51668,8,27-06-13,10-07-13,05-07-13,5,1,SO51668,NA,10-4030-011101,11101,NA,9,26896,26896,1,11628,539496Vi60074,8719,2439.99,195.1992,60.9998,2696.189,NA,1FD0679E-865D-423A-A444-E255DF7C3AE9,04-07-13 22:00
57446,8,03-10-13,16-10-13,11-10-13,5,1,SO57446,NA,10-4030-020139,20139,NA,4,26246,26246,1,11733,124429Vi60679,NA,69.99,5.5992,1.7498,77.339,NA,86213074-FE48-4792-A9EF-FB1578B8FAB4,10-10-13 22:00
