city,sales,volume,median,listings,inventory,date
Corpus Christi,473,79533597,141000,3245,7.9,2007/07/01
Corpus Christi,425,72398917,146400,3243,8.1,2007/08/01
Corpus Christi,298,46080545,134900,3276,8.4,2007/09/01
Corpus Christi,365,61560750,143300,3192,8.2,2007/10/01
Corpus Christi,324,51639406,130000,3084,8,2007/11/01
Corpus Christi,289,47815670,139300,2951,7.9,2007/12/01
Corpus Christi,248,37913488,127700,2891,7.7,2008/01/01
Corpus Christi,284,45098053,136700,3007,8.2,2008/02/01
Corpus Christi,320,55165185,144300,3121,8.7,2008/03/01
Corpus Christi,353,58883327,147900,3110,8.8,2008/04/01
Corpus Christi,386,65589576,NA,3258,9.3,2008/05/01
Corpus Christi,393,65130000,143500,3150,9.1,2008/06/01
Corpus Christi,372,62105000,146800,3071,9.1,2008/07/01
Corpus Christi,377,60640000,135800,3115,9.3,2008/08/01
Corpus Christi,309,50974182,138100,3102,9.3,2008/09/01
Corpus Christi,255,42967125,139200,3056,9.4,2008/10/01
Corpus Christi,223,33321310,130500,3000,9.5,2008/11/01
Corpus Christi,253,36922702,133100,2971,9.4,2008/12/01
Corpus Christi,178,26518789,129600,2842,9.2,2009/01/01
Corpus Christi,235,34090000,133800,2842,9.3,2009/02/01
Corpus Christi,283,41741772,122200,2850,9.5,2009/03/01
Corpus Christi,283,41315000,122200,2900,9.8,2009/04/01
Corpus Christi,298,48473022,133700,2939,10.2,2009/05/01
Corpus Christi,372,59297003,140000,2967,10.4,2009/06/01
Corpus Christi,306,48870874,138700,2991,10.6,2009/07/01
Corpus Christi,318,50840000,138100,3168,11.5,2009/08/01
Corpus Christi,271,43168802,144100,3005,11,2009/09/01
Corpus Christi,317,47219137,135300,3005,10.8,2009/10/01
Corpus Christi,310,48185362,138400,2969,10.4,2009/11/01
Corpus Christi,273,45841766,136900,2895,10.1,2009/12/01
Corpus Christi,158,22214818,125900,2688,9.4,2010/01/01
Corpus Christi,231,32738198,119700,2768,9.7,2010/02/01
Corpus Christi,302,47526182,137600,2816,9.8,2010/03/01
Corpus Christi,351,52816305,138000,NA,NA,2010/04/01
Corpus Christi,339,57297054,133100,2966,10,2010/05/01
Corpus Christi,361,56136687,143000,3085,10.5,2010/06/01
Corpus Christi,276,45479194,135000,3146,10.8,2010/07/01
Corpus Christi,317,52966363,148500,3266,11.2,2010/08/01
Corpus Christi,256,39326777,137100,3213,11,2010/09/01
Corpus Christi,238,35254886,134200,2990,10.5,2010/10/01
Corpus Christi,348,36810227,138400,2990,10.4,2010/11/01
Corpus Christi,268,46232126,138400,2942,10.2,2010/12/01
Corpus Christi,175,24560371,128500,2834,9.8,2011/01/01
Corpus Christi,181,27313203,143900,2814,9.9,2011/02/01
Corpus Christi,283,47001404,132400,2820,10,2011/03/01
Corpus Christi,285,44589025,133600,NA,NA,2011/04/01
Corpus Christi,289,43664332,130800,2958,10.8,2011/05/01
Corpus Christi,347,54172618,139700,2904,10.7,2011/06/01
Corpus Christi,329,54068445,145900,2764,10,2011/07/01
Corpus Christi,383,60754506,135100,2508,8.9,2011/08/01
Corpus Christi,293,43455045,134600,2647,9.3,2011/09/01
Corpus Christi,267,40988405,128900,2619,9.1,2011/10/01
Corpus Christi,270,44667590,141500,2300,8.2,2011/11/01
Corpus Christi,294,49745084,138100,2357,8.3,2011/12/01
Corpus Christi,204,28911687,127100,2186,7.7,2012/01/01
Corpus Christi,261,41689138,137900,2209,7.6,2012/02/01
Corpus Christi,344,52866536,132200,2232,7.5,2012/03/01
Corpus Christi,337,63414940,139800,2186,7.3,2012/04/01
Corpus Christi,371,68647528,147600,2079,6.7,2012/05/01
Corpus Christi,437,77838239,144600,2095,6.6,2012/06/01
Corpus Christi,356,60952371,148900,2285,7.2,2012/07/01
Corpus Christi,429,75170429,144100,2269,7,2012/08/01
Corpus Christi,339,55490787,143600,2329,7.1,2012/09/01
Corpus Christi,327,51094389,139800,2291,6.9,2012/10/01
Corpus Christi,325,57002796,154200,2267,6.8,2012/11/01
Corpus Christi,328,56334875,142100,2099,6.2,2012/12/01
Corpus Christi,250,40959582,135900,1792,5.2,2013/01/01
Corpus Christi,289,48134035,140400,2004,5.8,2013/02/01
Corpus Christi,392,69450191,143700,2016,5.8,2013/03/01
Corpus Christi,401,66964938,143600,1968,5.6,2013/04/01
Corpus Christi,462,85268037,154800,1979,5.5,2013/05/01
Corpus Christi,454,84759840,160500,1901,5.2,2013/06/01
Corpus Christi,476,90271448,163800,1932,5.2,2013/07/01
Corpus Christi,443,81177010,154100,1988,5.3,2013/08/01
Corpus Christi,368,66221747,156400,1787,4.7,2013/09/01
Corpus Christi,380,68394597,156700,1976,5.2,2013/10/01
Corpus Christi,324,61721526,156400,1965,5.2,2013/11/01
Corpus Christi,350,65702376,144000,1898,5,2013/12/01
Corpus Christi,255,45407833,155000,1748,4.6,2014/01/01
Corpus Christi,322,61363819,168600,1764,4.6,2014/02/01
Corpus Christi,388,75123249,164400,1470,3.8,2014/03/01
Corpus Christi,404,76475125,160600,1573,4.1,2014/04/01
Corpus Christi,395,80066895,169500,1280,3.4,2014/05/01
Corpus Christi,483,95154634,170800,1948,5.1,2014/06/01
Corpus Christi,481,95883057,175000,1851,4.8,2014/07/01
Corpus Christi,454,90630093,172900,1815,4.7,2014/08/01
Corpus Christi,454,90229967,164600,1815,4.6,2014/09/01
Corpus Christi,420,83531149,168000,1859,4.7,2014/10/01
Corpus Christi,290,58716060,172600,1794,4.6,2014/11/01
Corpus Christi,375,77891401,174900,1870,4.8,2014/12/01
Corpus Christi,241,45291485,162800,1872,4.8,2015/01/01
Corpus Christi,308,63256153,174500,1861,4.8,2015/02/01
Corpus Christi,404,78345229,173200,1870,4.8,2015/03/01
Corpus Christi,436,87577428,175000,1911,4.8,2015/04/01
Corpus Christi,425,85776743,186100,2036,5.1,2015/05/01
Corpus Christi,493,104904076,189600,2133,5.4,2015/06/01
Corpus Christi,NA,NA,NA,NA,NA,2015/07/01
Dallas,2286,375389865,124400,13316,3.7,2000/01/01
Dallas,3247,555124812,127700,13495,3.7,2000/02/01
Dallas,4244,702148377,128500,13752,3.7,2000/03/01
Dallas,3977,667331427,132000,13752,3.7,2000/04/01
Dallas,4545,783197806,137100,14018,3.7,2000/05/01
Dallas,4738,846254912,138800,14392,3.8,2000/06/01
Dallas,4276,763793916,139600,14705,3.9,2000/07/01
Dallas,4373,770735708,134500,14607,3.9,2000/08/01
Dallas,3654,643046932,136000,15109,4,2000/09/01
Dallas,3601,626302634,134600,15212,4,2000/10/01
Dallas,3407,589401171,133200,14565,3.8,2000/11/01
Dallas,3098,554774879,138700,13762,3.6,2000/12/01
Dallas,2542,426059934,130300,14931,3.9,2001/01/01
Dallas,3257,578096015,139300,15389,4,2001/02/01
Dallas,4306,766269442,142400,16063,4.2,2001/03/01
Dallas,3976,700310163,140800,17059,4.5,2001/04/01
Dallas,4633,832516238,141700,17814,4.7,2001/05/01
Dallas,5065,941310414,146300,18372,4.8,2001/06/01
Dallas,4745,866755946,144300,18741,4.8,2001/07/01
Dallas,4603,839224430,141400,18584,4.8,2001/08/01
Dallas,3551,630982262,144500,18998,4.9,2001/09/01
Dallas,3449,564356982,136000,19403,5,2001/10/01
Dallas,3373,582425484,142300,18495,4.8,2001/11/01
Dallas,3492,624519434,142600,17290,4.4,2001/12/01
Dallas,2862,502970859,140700,18240,4.6,2002/01/01
Dallas,3461,616881882,143700,18927,4.8,2002/02/01
Dallas,4021,731728110,145200,19367,4.9,2002/03/01
Dallas,4185,766278911,144900,20139,5.1,2002/04/01
Dallas,4769,913391794,145600,21153,5.3,2002/05/01
Dallas,4423,817899695,148400,22043,5.6,2002/06/01
Dallas,4559,857727953,145100,23165,5.9,2002/07/01
Dallas,4386,811329118,145500,23056,5.9,2002/08/01
Dallas,3716,653244332,142800,23551,6.1,2002/09/01
Dallas,3672,657676258,143700,23458,6,2002/10/01
Dallas,3415,611752816,143400,22758,5.8,2002/11/01
Dallas,3730,698773428,148100,21559,5.5,2002/12/01
Dallas,2795,495512434,141900,23586,6,2003/01/01
Dallas,2994,549263980,145600,24381,6.3,2003/02/01
Dallas,4245,775700960,146100,25382,6.5,2003/03/01
Dallas,4077,752063142,146800,26210,6.7,2003/04/01
Dallas,4655,883859330,150600,26824,6.9,2003/05/01
Dallas,4847,920352540,154000,27169,6.9,2003/06/01
Dallas,5085,988546517,153400,27286,6.9,2003/07/01
Dallas,5003,957387591,153300,26604,6.6,2003/08/01
Dallas,4267,819435447,148300,26372,6.5,2003/09/01
Dallas,4136,772657281,143600,25757,6.3,2003/10/01
Dallas,3225,614476976,144500,25093,6.1,2003/11/01
Dallas,3949,757974150,147200,24013,5.8,2003/12/01
Dallas,2904,523105156,138900,25365,6.2,2004/01/01
Dallas,3409,643892110,146700,25849,6.2,2004/02/01
Dallas,4835,924268970,146600,26821,6.4,2004/03/01
Dallas,5006,985509075,148900,27938,6.5,2004/04/01
Dallas,5116,997391985,149600,28496,6.6,2004/05/01
Dallas,5511,1134082858,159300,28725,6.6,2004/06/01
Dallas,5398,1073634588,154500,28842,6.6,2004/07/01
Dallas,5222,1038300840,152400,28612,6.5,2004/08/01
Dallas,4444,834310868,146300,28055,6.3,2004/09/01
Dallas,4184,802557736,148900,27386,6.2,2004/10/01
Dallas,3996,754389601,148900,26079,5.8,2004/11/01
Dallas,4489,870957702,148100,24190,5.3,2004/12/01
Dallas,2981,547637034,140200,25873,5.7,2005/01/01
Dallas,3762,728884739,147600,26794,5.9,2005/02/01
Dallas,5349,1074448492,151700,27751,6,2005/03/01
Dallas,5261,1046087320,152000,28745,6.2,2005/04/01
Dallas,5681,1140244812,154400,28790,6.1,2005/05/01
Dallas,6416,1352136392,158900,28875,6.1,2005/06/01
Dallas,5808,1191501494,159800,29103,6.1,2005/07/01
Dallas,6006,1231779356,158000,NA,NA,2005/08/01
Dallas,5086,1013634502,154500,27562,5.6,2005/09/01
Dallas,4696,943709896,155100,27113,5.5,2005/10/01
Dallas,4413,911211915,158500,26468,5.3,2005/11/01
Dallas,4521,952447451,157100,24860,5,2005/12/01
Dallas,3457,681032359,149600,26232,5.2,2006/01/01
Dallas,4311,860515451,154100,26793,5.3,2006/02/01
Dallas,5883,1199917590,154900,27795,5.4,2006/03/01
Dallas,5332,1079456628,154800,29147,5.7,2006/04/01
Dallas,6410,1407381438,164500,29775,5.7,2006/05/01
Dallas,7117,1546598624,163400,30323,5.8,2006/06/01
Dallas,5965,1283170506,164000,31191,5.9,2006/07/01
Dallas,6344,1336466287,158300,30770,5.8,2006/08/01
Dallas,5052,982886817,150200,31030,5.9,2006/09/01
Dallas,5033,1010810885,152300,30258,5.7,2006/10/01
Dallas,4585,940142663,154900,29060,5.4,2006/11/01
Dallas,4737,993052385,156300,27369,5.1,2006/12/01
Dallas,3626,731573846,149300,28328,5.3,2007/01/01
Dallas,4248,861440268,153500,29121,5.4,2007/02/01
Dallas,5726,1235307617,158200,31281,5.8,2007/03/01
Dallas,5252,1165180158,164100,32787,6.1,2007/04/01
Dallas,6092,1370682102,163000,33283,6.3,2007/05/01
Dallas,6207,1432055051,169100,33624,6.4,2007/06/01
Dallas,6111,1330935156,163700,33414,6.4,2007/07/01
Dallas,6041,1353660825,165700,32915,6.3,2007/08/01
Dallas,4069,847151558,157500,32907,6.4,2007/09/01
Dallas,4396,903923726,153500,32079,6.3,2007/10/01
Dallas,4124,888702214,155400,30563,6,2007/11/01
Dallas,3803,814393850,153700,27649,5.6,2007/12/01
Dallas,3210,630240854,146100,28933,5.9,2008/01/01
Dallas,3869,773134573,147400,29206,6,2008/02/01
Dallas,4495,962729451,159600,30124,6.3,2008/03/01
Dallas,4764,1028613369,157600,30471,6.4,2008/04/01
Dallas,5198,1144397358,162100,30340,6.5,2008/05/01
Dallas,5180,1134394581,164400,30340,6.6,2008/06/01
Dallas,5125,1130066358,163500,29724,6.6,2008/07/01
Dallas,4912,1062012827,159300,28367,6.4,2008/08/01
Dallas,4293,875314057,150100,27406,6.2,2008/09/01
Dallas,3709,772075592,154300,26563,6.1,2008/10/01
Dallas,2801,557480064,144000,26573,6.2,2008/11/01
Dallas,3292,664006859,147600,24321,5.7,2008/12/01
Dallas,2346,417085333,138300,25070,6,2009/01/01
Dallas,2979,564485187,147200,25641,6.3,2009/02/01
Dallas,3631,694327912,147900,26346,6.6,2009/03/01
Dallas,3694,709506666,149100,26782,6.8,2009/04/01
Dallas,4119,851097758,164300,26918,7,2009/05/01
Dallas,4691,1001824336,166600,24677,6.5,2009/06/01
Dallas,4865,1004407059,163400,24387,6.5,2009/07/01
Dallas,4193,874205286,159600,23827,6.4,2009/08/01
Dallas,4045,809693379,155700,22979,6.2,2009/09/01
Dallas,4150,806442505,152700,22128,5.9,2009/10/01
Dallas,3773,741958892,151200,21552,5.6,2009/11/01
Dallas,3405,691986697,149800,20260,5.3,2009/12/01
Dallas,2210,420140118,140800,21825,5.7,2010/01/01
Dallas,2774,548903564,149800,22991,6.1,2010/02/01
Dallas,4082,824662535,156800,24125,6.3,2010/03/01
Dallas,4791,1005356810,160100,24290,6.2,2010/04/01
Dallas,4891,1025677623,161900,25680,6.4,2010/05/01
Dallas,4658,1055526309,166700,26812,6.7,2010/06/01
Dallas,3363,782294206,167800,27709,7.2,2010/07/01
Dallas,3476,738748272,164900,27346,7.2,2010/08/01
Dallas,3151,651529718,155200,26745,7.2,2010/09/01
Dallas,2977,606133350,154100,25688,7.1,2010/10/01
Dallas,2795,608685059,154900,24254,6.8,2010/11/01
Dallas,3215,743761990,161900,22557,6.4,2010/12/01
Dallas,2194,440255555,149900,22432,6.4,2011/01/01
Dallas,2494,536086749,156700,22868,6.5,2011/02/01
Dallas,3603,765050217,152400,23641,6.8,2011/03/01
Dallas,3804,834184034,158200,24218,7.2,2011/04/01
Dallas,4099,912861330,163600,24258,7.3,2011/05/01
Dallas,4541,1009183879,165700,23968,7.2,2011/06/01
Dallas,4063,879245704,164000,23300,6.9,2011/07/01
Dallas,4467,972011821,162600,21860,6.3,2011/08/01
Dallas,3564,710642787,157200,20823,6,2011/09/01
Dallas,3263,669233033,153100,19959,5.7,2011/10/01
Dallas,3183,615547826,149400,18690,5.3,2011/11/01
Dallas,3381,726947587,160300,16676,4.7,2011/12/01
Dallas,2555,509458081,150800,16721,4.7,2012/01/01
Dallas,3085,634067291,157100,17173,4.7,2012/02/01
Dallas,4068,898320563,167300,17433,4.7,2012/03/01
Dallas,4291,983333297,168700,17632,4.7,2012/04/01
Dallas,5004,1175419749,175100,17726,4.7,2012/05/01
Dallas,5196,1209024869,177900,17587,4.6,2012/06/01
Dallas,4859,1117428758,176000,17314,4.4,2012/07/01
Dallas,5264,1168296112,174200,16611,4.2,2012/08/01
Dallas,4151,921678400,173500,15994,4,2012/09/01
Dallas,4214,885330428,166700,15008,3.7,2012/10/01
Dallas,3875,851505972,168300,13908,3.3,2012/11/01
Dallas,3849,886692144,177800,12436,3,2012/12/01
Dallas,3190,655201227,163100,12360,2.9,2013/01/01
Dallas,3557,759739139,168100,12273,2.9,2013/02/01
Dallas,5041,1203754457,180800,12249,2.8,2013/03/01
Dallas,5545,1431377905,193300,12432,2.8,2013/04/01
Dallas,6159,1584160079,198000,12785,2.8,2013/05/01
Dallas,5981,1593190134,202800,13339,2.9,2013/06/01
Dallas,6322,1598961793,199200,13685,2.9,2013/07/01
Dallas,6209,1570480866,198000,13694,2.8,2013/08/01
Dallas,4941,1181585876,188800,13145,2.7,2013/09/01
Dallas,4593,1105924279,189200,12728,2.6,2013/10/01
Dallas,3964,968261356,186600,11895,2.4,2013/11/01
Dallas,4212,1071755610,194900,10531,2.1,2013/12/01
Dallas,3152,720647942,180300,10603,2.1,2014/01/01
Dallas,3769,963263681,194600,10697,2.1,2014/02/01
Dallas,4730,1229703296,199300,10796,2.2,2014/03/01
Dallas,5165,1381342187,202300,11416,2.3,2014/04/01
Dallas,5924,1618432082,209700,12208,2.5,2014/05/01
Dallas,6309,1703805588,217100,12432,2.5,2014/06/01
Dallas,6256,1695109572,215800,12869,2.6,2014/07/01
Dallas,5924,1547392167,211400,12600,2.6,2014/08/01
Dallas,5137,1338038367,205800,11903,2.4,2014/09/01
Dallas,5096,1330991006,200400,11329,2.3,2014/10/01
Dallas,3958,1034129843,205200,10441,2.1,2014/11/01
Dallas,4734,1311403538,217400,9146,1.8,2014/12/01
Dallas,3066,773952769,203300,9063,1.8,2015/01/01
Dallas,3772,1030862233,213700,8850,1.8,2015/02/01
Dallas,5010,1408782357,224800,8932,1.8,2015/03/01
Dallas,5359,1557683074,232500,9616,1.9,2015/04/01
Dallas,5958,1779708059,241300,10355,2.1,2015/05/01
Dallas,6532,1960556658,242300,11014,2.2,2015/06/01
Dallas,7038,2021907410,233000,12292,2.4,2015/07/01
Denton County,313,50391510,138700,2023,4.4,2000/01/01
Denton County,423,60625344,130600,2085,4.5,2000/02/01
Denton County,570,95662001,142100,2168,4.6,2000/03/01
Denton County,529,86276146,140100,2192,4.6,2000/04/01
Denton County,639,103684441,143500,2221,4.6,2000/05/01
Denton County,677,119130134,152700,2209,4.5,2000/06/01
Denton County,638,113432631,156200,2160,4.4,2000/07/01
Denton County,618,106079394,143500,2135,4.2,2000/08/01
Denton County,488,84282473,145000,2270,4.4,2000/09/01
Denton County,460,78878528,146300,2238,4.3,2000/10/01
Denton County,422,68324540,138800,2165,4.2,2000/11/01
Denton County,372,64140494,150000,2058,4,2000/12/01
Denton County,331,54142802,140800,2239,4.4,2001/01/01
Denton County,433,71832456,145600,2379,4.6,2001/02/01
Denton County,554,96747650,152200,2597,5.1,2001/03/01
Denton County,534,90681200,150200,2657,5.2,2001/04/01
Denton County,648,113528240,148100,2666,5.2,2001/05/01
Denton County,691,122951808,152400,2785,5.4,2001/06/01
Denton County,680,122823514,154900,2783,5.4,2001/07/01
Denton County,658,120734992,157000,2716,5.2,2001/08/01
Denton County,515,93856208,153600,2749,5.2,2001/09/01
Denton County,470,77959276,144400,2745,5.2,2001/10/01
Denton County,450,78596722,154900,2597,4.9,2001/11/01
Denton County,496,84726584,150000,2497,4.6,2001/12/01
Denton County,399,65183143,148200,2676,4.9,2002/01/01
Denton County,491,87047727,151700,2753,5,2002/02/01
Denton County,545,98736736,154500,2869,5.2,2002/03/01
Denton County,550,96489237,155400,3038,5.5,2002/04/01
Denton County,654,115667091,151900,3088,5.6,2002/05/01
Denton County,647,117355796,155200,3168,5.8,2002/06/01
Denton County,662,119208136,151500,3234,5.9,2002/07/01
Denton County,603,107530108,153100,3259,6,2002/08/01
Denton County,497,87066019,149900,3288,6.1,2002/09/01
Denton County,465,81183797,152800,3183,5.9,2002/10/01
Denton County,497,83935582,146800,3037,5.6,2002/11/01
Denton County,523,97401578,153800,2906,5.3,2002/12/01
Denton County,340,56612032,144900,3196,5.9,2003/01/01
Denton County,420,74574074,149700,3349,6.3,2003/02/01
Denton County,601,102793457,149500,3544,6.6,2003/03/01
Denton County,569,98938037,152200,3619,6.7,2003/04/01
Denton County,659,120244730,155500,3659,6.8,2003/05/01
Denton County,646,121352070,161900,3808,7,2003/06/01
Denton County,729,132981252,156600,3762,6.9,2003/07/01
Denton County,701,129890513,158900,3694,6.7,2003/08/01
Denton County,587,110592351,158000,3660,6.5,2003/09/01
Denton County,550,94577712,149600,3611,6.4,2003/10/01
Denton County,428,77065886,152800,3532,6.3,2003/11/01
Denton County,513,93367052,148700,3415,6.1,2003/12/01
Denton County,387,66859505,147600,3685,6.5,2004/01/01
Denton County,471,81441406,152900,3763,6.6,2004/02/01
Denton County,620,118766270,155800,3963,6.9,2004/03/01
Denton County,704,128630194,155000,4113,7.1,2004/04/01
Denton County,732,136568573,152000,4161,7.1,2004/05/01
Denton County,818,160205268,166100,4121,6.8,2004/06/01
Denton County,795,140352988,153300,4052,6.7,2004/07/01
Denton County,798,157614455,158200,3982,6.5,2004/08/01
Denton County,618,115141629,155100,3937,6.4,2004/09/01
Denton County,578,104818126,156100,3818,6.1,2004/10/01
Denton County,592,107275006,157500,3594,5.7,2004/11/01
Denton County,637,117360736,152900,3364,5.2,2004/12/01
Denton County,384,67517007,149700,3720,5.8,2005/01/01
Denton County,542,97414771,153900,3805,5.8,2005/02/01
Denton County,787,142892852,154500,3893,5.9,2005/03/01
Denton County,745,135005525,152100,3986,6,2005/04/01
Denton County,851,158839011,154900,3817,5.6,2005/05/01
Denton County,922,180214907,164000,3813,5.5,2005/06/01
Denton County,827,158358437,161000,3919,5.7,2005/07/01
Denton County,838,166121992,163100,NA,NA,2005/08/01
Denton County,703,143884180,159400,3646,5.2,2005/09/01
Denton County,656,124531473,158600,3582,5.1,2005/10/01
Denton County,664,132246868,164200,3466,4.9,2005/11/01
Denton County,666,128708133,160000,3179,4.4,2005/12/01
Denton County,460,85540058,156800,3287,4.6,2006/01/01
Denton County,621,114292576,152900,3259,4.5,2006/02/01
Denton County,813,152511903,159000,3399,4.7,2006/03/01
Denton County,744,145244198,162300,3571,4.9,2006/04/01
Denton County,893,181273927,165700,3627,4.9,2006/05/01
Denton County,1025,213038620,169400,3662,4.9,2006/06/01
Denton County,871,171976915,165100,3725,5,2006/07/01
Denton County,891,177380410,163900,3686,4.9,2006/08/01
Denton County,709,133617412,155000,3649,4.9,2006/09/01
Denton County,653,126003124,158800,3542,4.7,2006/10/01
Denton County,616,123700225,168500,3435,4.6,2006/11/01
Denton County,631,127127223,162000,3241,4.4,2006/12/01
Denton County,486,96358603,159600,3397,4.6,2007/01/01
Denton County,563,107879940,156000,3564,4.8,2007/02/01
Denton County,756,152978919,168900,3844,5.2,2007/03/01
Denton County,690,140499001,165600,4026,5.5,2007/04/01
Denton County,815,171181622,164500,4029,5.6,2007/05/01
Denton County,916,205837728,173200,4076,5.7,2007/06/01
Denton County,902,188843444,168600,4021,5.6,2007/07/01
Denton County,874,190380206,176500,3923,5.5,2007/08/01
Denton County,514,106423825,170700,3872,5.5,2007/09/01
Denton County,614,126403124,163000,3712,5.3,2007/10/01
Denton County,498,101384825,159500,3511,5.1,2007/11/01
Denton County,500,100623381,157900,3170,4.7,2007/12/01
Denton County,410,83795577,158100,3361,5,2008/01/01
Denton County,531,97450504,154900,3395,5.1,2008/02/01
Denton County,573,116046713,164800,3600,5.5,2008/03/01
Denton County,601,112518386,152000,3739,5.8,2008/04/01
Denton County,727,144373011,163100,3718,5.8,2008/05/01
Denton County,757,152796286,163800,3748,6,2008/06/01
Denton County,751,149147214,164100,3589,5.9,2008/07/01
Denton County,710,146739165,167600,3465,5.8,2008/08/01
Denton County,573,110292306,161900,3360,5.6,2008/09/01
Denton County,473,90656428,158500,3196,5.4,2008/10/01
Denton County,355,66933662,153700,3098,5.3,2008/11/01
Denton County,422,79108682,152500,2849,5,2008/12/01
Denton County,269,47699558,148800,2981,5.3,2009/01/01
Denton County,415,77767397,160200,3094,5.6,2009/02/01
Denton County,477,89014225,156000,3264,6,2009/03/01
Denton County,500,93235665,153800,3363,6.3,2009/04/01
Denton County,574,113931185,168400,3436,6.6,2009/05/01
Denton County,709,142095255,163500,3108,6,2009/06/01
Denton County,753,148036697,166600,3083,5.9,2009/07/01
Denton County,596,118685377,163700,3073,6,2009/08/01
Denton County,538,101924813,156900,2937,5.8,2009/09/01
Denton County,578,111513100,156300,2743,5.3,2009/10/01
Denton County,537,96661498,156300,2694,5.1,2009/11/01
Denton County,466,89702679,156400,2537,4.7,2009/12/01
Denton County,287,55563609,158800,2787,5.2,2010/01/01
Denton County,362,66173005,155200,2933,5.5,2010/02/01
Denton County,560,103920836,160000,3084,5.7,2010/03/01
Denton County,749,138329478,156800,3046,5.4,2010/04/01
Denton County,772,152111955,164600,3281,5.7,2010/05/01
Denton County,642,133079491,169900,3536,6.2,2010/06/01
Denton County,442,97371182,175300,3659,6.7,2010/07/01
Denton County,477,101465042,172000,3535,6.6,2010/08/01
Denton County,432,79441541,159700,3373,6.4,2010/09/01
Denton County,425,83180544,161500,3257,6.4,2010/10/01
Denton County,369,72901476,162200,3111,6.2,2010/11/01
Denton County,436,92643336,159600,2942,5.9,2010/12/01
Denton County,310,58476571,155700,2954,5.9,2011/01/01
Denton County,306,59888384,158900,2978,6,2011/02/01
Denton County,470,92493584,152500,3171,6.5,2011/03/01
Denton County,527,102936173,155000,3257,7,2011/04/01
Denton County,608,121803180,163900,3221,7.1,2011/05/01
Denton County,659,133449312,162400,3177,7,2011/06/01
Denton County,635,126222829,164600,3123,6.6,2011/07/01
Denton County,648,135278687,163800,2881,5.9,2011/08/01
Denton County,520,98160567,157900,2707,5.5,2011/09/01
Denton County,442,88263064,162600,2593,5.2,2011/10/01
Denton County,450,88468082,155300,2446,4.9,2011/11/01
Denton County,466,91599028,158700,2202,4.4,2011/12/01
Denton County,336,63120983,153900,2192,4.3,2012/01/01
Denton County,450,88553319,161700,2265,4.4,2012/02/01
Denton County,597,116490590,163300,2380,4.5,2012/03/01
Denton County,700,172600291,165300,2442,4.5,2012/04/01
Denton County,737,151744881,172100,2531,4.6,2012/05/01
Denton County,784,169099769,182500,2453,4.4,2012/06/01
Denton County,751,160106187,174300,2358,4.1,2012/07/01
Denton County,892,186621301,175500,2161,3.6,2012/08/01
Denton County,620,133061244,176100,2031,3.4,2012/09/01
Denton County,681,130653945,165700,1881,3,2012/10/01
Denton County,576,120915477,175300,1760,2.8,2012/11/01
Denton County,563,118842450,177500,1546,2.4,2012/12/01
Denton County,505,99509075,168700,1531,2.3,2013/01/01
Denton County,563,110127434,167500,1519,2.3,2013/02/01
Denton County,738,157172639,177600,1565,2.3,2013/03/01
Denton County,869,200598630,185700,1588,2.3,2013/04/01
Denton County,981,219069561,188600,1669,2.3,2013/05/01
Denton County,924,211107663,191500,1751,2.4,2013/06/01
Denton County,1050,245184975,193900,1834,2.5,2013/07/01
Denton County,1016,236513793,194500,1765,2.3,2013/08/01
Denton County,796,170868690,180000,1696,2.2,2013/09/01
Denton County,708,161284866,190000,1606,2.1,2013/10/01
Denton County,641,138868018,186900,1471,1.9,2013/11/01
Denton County,629,141579248,185300,1331,1.7,2013/12/01
Denton County,457,98131230,185400,1354,1.7,2014/01/01
Denton County,556,124864412,188600,1408,1.8,2014/02/01
Denton County,768,177843335,197100,1399,1.8,2014/03/01
Denton County,851,207376227,202300,1502,1.9,2014/04/01
Denton County,956,232927665,206900,1678,2.2,2014/05/01
Denton County,1056,263671306,215900,1743,2.2,2014/06/01
Denton County,1067,258743721,209500,1810,2.3,2014/07/01
Denton County,1015,241086882,208100,1745,2.2,2014/08/01
Denton County,825,220547273,208000,1576,2,2014/09/01
Denton County,819,192889783,196800,1502,1.9,2014/10/01
Denton County,611,147224335,212100,1358,1.7,2014/11/01
Denton County,745,185305076,211600,1193,1.5,2014/12/01
Denton County,477,122341947,216100,1151,1.4,2015/01/01
Denton County,592,146757193,212500,1114,1.4,2015/02/01
Denton County,771,198837658,226300,1196,1.5,2015/03/01
Denton County,867,229865291,235400,1243,1.5,2015/04/01
Denton County,1015,278865996,239500,1422,1.7,2015/05/01
Denton County,1125,306978637,238000,1635,2,2015/06/01
Denton County,1161,303559728,229200,1817,2.2,2015/07/01
El Paso,306,31525000,82100,2512,5.8,2000/01/01
El Paso,346,32300000,76600,2572,5.9,2000/02/01
El Paso,492,47505000,77100,2549,5.8,2000/03/01
El Paso,382,37915000,79400,2525,5.9,2000/04/01
El Paso,459,43335000,80100,2552,5.9,2000/05/01
El Paso,486,47880000,83200,NA,NA,2000/06/01
El Paso,422,42925000,82600,2685,6.4,2000/07/01
El Paso,538,53800000,81700,3396,8,2000/08/01
El Paso,382,36775000,78300,2661,6.3,2000/09/01
El Paso,392,40535000,81900,2704,6.5,2000/10/01
El Paso,412,41830000,84300,2704,6.5,2000/11/01
